"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"BES Islands","BES","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","48.4335713797835","32.8","51.7733117729357","36.281837869135","49.4","51.7419462451754","59.5661044940463","73.4","71.9166094978163","75.9331044982056","79.7248643411782","79.1971453098143","81.0919265600445","84.5","82.6957739790792","77.0000761507836","84.7090877928606","86.1","87.7196644249815","88.5","89.39","90.4","92.9","93.2755779189707","94.29","95.2290784104289","94.7731365689459",
"Indonesia","IDN","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","61.7011451721191","48.9","65.1091842651367","55.43","62.8","66.86","72.39","80.3","80.94","83.73","86.3","86.26","87.6","87.94","89.01","86.1946258544922","90.62","91.1","92.73","93.55","94.15","94.83","96","96.4642583061542","97.01","97.5373674369822","97.62",
"Indonesia","IDN","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","91.814338684082","87.6","92.5520553588867","92.9197998046875","94.6","93.6480712890625","94.0065383911133","97.5","94.7069778442383","95.0468902587891","95.3792037963867","95.7060852050781","96.0303497314453","98.1","96.6823196411133","97.0156402587891","97.3576202392578","98.2","98.0872344970703","98.9","98.96","99.35","99.2","99.6731650809369","99.74","99.8313935861281","100",
"Indonesia","IDN","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","5.08426590360363","4.89618312623681","4.76012888923799","4.87480852740072","4.53901697459934","4.61848236615853","4.44619007814619","4.38931996202099","4.94207170119612","5.13635011298793","5.30629744186341","5.24005907877658","5.20061505910441","4.97744357298333","5.05196547272123","4.86449491156237","4.71929665046321","4.41681690926246","4.24870196211798","4.38953395143671","4.3418454484607","3.93938633264638","3.85467679444317","3.74705754343888","3.68352932328441","3.52522267437828","",
"Indonesia","IDN","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","6833","7676","9896","8978","8041","9745","10518","7716","12303","12134","14891","17694","16182","15408","16350","17351","16313","18343","19884","20746","26913","21997","22477","26506","26149","24922","",
"Indonesia","IDN","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","20.9171334986378","20.5570433851098","23.8383157083323","19.7753303964758","15.6567623349819","16.4630952984306","15.5306833618806","10.3394213890415","15.7653963453702","14.123261362975","15.9560675060273","17.474865190511","14.9532883003595","13.6385363003877","13.6065178133036","13.6055328591928","12.2587772033185","12.9038838981084","13.3158324739161","13.2330616046028","15.8540249182646","11.9928905172367","11.2368144778283","12.2701601703546","11.4751004932507","10.6511556345733","",
"Indonesia","IDN","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","1779394","1814822","1852544","1881037","1906050","1932375","1948583","1987504","2025776","2047269","2107158","2112595","2112288","2118755","2120188","2111432","2151580","2150341","2170801","2181353","2170076","2213546","2331145","2388655","2420590","2402254","",
"Indonesia","IDN","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","58.5975311362571","57.8287417363079","56.820768942766","55.4330117013678","52.8137884773647","50.0981578077494","48.750379973486","47.0873749358569","48.2996168755658","45.0786776143905","45.5815009874561","44.308333334425","44.6358108600534","42.9778358846825","41.4241530253279","41.4456858117256","39.9370482113573","39.9693565383304","40.1587534765203","38.9704786215423","37.7534203392792","38.2254721452003","38.2336573420011","38.1064535938405","37.4542683456069","36.8793481032359","",
"Indonesia","IDN","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","32667","37340","41513","45400","51358","59193","67724","74627","78038","85915","93325","101254","108217","112974","120163","127529","133072","142151","149326","156774","169755","183417","200052","215593","228555","233984","",
"Indonesia","IDN","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","3036636.468288","3138269.907852","3260328.98616","3393351.618948","3609000.707868","3857177.757744","3997062.17892","4220885.115612","4194186.478164","4541546.266092","4622835.918852","4767940.567872","4732272.046368","4929878.28816","5118241.038516","5094455.450904","5387428.706832","5379974.025696","5405548.758552","5597449.857324","5748024.895488","5790761.698356","6097101.773832","6268373.922852","6462788.106456","6513819.04386","",
"Iran, Islamic Rep.","IRN","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","85.68","88.14","90.14","91.74","93.21","94.25","95.26","95.88","96.5","96.98","97.36","97.63","97.89","98.12","98.29","98.42","98.49",
"Iran, Islamic Rep.","IRN","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","90.2854202307204","90.7136029549191","91.0999062819718","91.4784621992925","91.8608731771997","92.2412499441218","92.6133608861358","92.9855912629498","93.3410242479922","93.6648972078974","94.6","94.1892729772204","94.4199455220788","94.6417343830933","94.878521661154","95.1327477068036","94.5293534379595","95.7712207387544","96.1653639169513","99.39","97.1475670958526","97.7701200239914","98.4671455655235","99.63","99.88","99.906298141896","100",
"Iran, Islamic Rep.","IRN","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","95.5795059204102","95.8321151733398","96.0842132568359","96.3332595825195","96.5761795043945","96.809928894043","97.0314331054688","97.2376480102539","97.4255142211914","97.5919570922852","97.9","97.8605346679688","97.973274230957","98.0795593261719","98.1903381347656","98.3069381713867","98.4","98.5798568725586","98.7438735961914","98.9274291992187","99.1287078857422","99.3441925048828","99.5637664794922","99.7617797851563","100","99.9750518798828","100",
"Iran, Islamic Rep.","IRN","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","99.6837615966797","99.7147674560547","99.7452621459961","99.7745666503906","99.8017730712891","99.8258819580078","99.8457870483399","99.8600463867188","99.8670196533203","99.8670196533203","100","99.8584747314453","99.847526550293","99.8370208740234","99.8312149047851","99.8312149047852","100","99.8497467041016","99.8776931762695","100","99.9526824951172","99.9808959960938","99.9951324462891","99.98","100","100","100",
"Iran, Islamic Rep.","IRN","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","5.07949821174626","4.9957070217735","5.09086536979511","5.56304638740085","6.28272561342937","6.42136265709391","5.82405808317677","6.43109299675709","6.41595729870731","7.13531356223302","6.57041091843705","6.96203744318936","6.66270859362058","6.33782333003608","6.62441888027701","7.05480557026016","6.97537644625792","6.76373933170002","7.18200345802922","7.00606272479024","6.57547243934008","6.46290312240067","7.20044694559893","7.48354717395952","7.69766929431342","7.79411629860581","",
"Iran, Islamic Rep.","IRN","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","6083","7056","9530","9823","7445","7288","7392","6929","7040","4978","3687","5091","8080","11125","10674","16171","18391","18130","5199","7460","9699","12297","12677","14979","14267","14326","",
"Iran, Islamic Rep.","IRN","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","10.2923758925248","11.003337179927","13.8767546158775","12.8903994540969","9.09279659981924","8.57603464303786","8.13496648948463","7.08740346749859","6.80429907987319","4.41970310391363","3.03784327134606","3.91076901804438","5.72862753995151","7.2297534410377","6.39475670688602","9.08034230268182","9.54474211394941","8.88786485347033","2.42343728149909","3.36992365722546","4.16339355852317","5.12264009464616","4.98552753700703","5.70772079837216","5.19538689554967","5.10488787847473","",
"Iran, Islamic Rep.","IRN","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","25078.52","28383.94","36699.36","37827.38","31357.39","30149.18","31143.95","28435.36","26769.97","20125.67","15988.39","19680.27","26625.97","34961.3","33491.79","68525.7","74638.81","74975.5","40189.99","46750.34","53717.8","55897.99","56842.12","63129.59","62562.41","59942.46","",
"Iran, Islamic Rep.","IRN","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","1.23835958436715","1.22691740882349","1.44947071982901","1.52814706823082","1.08696505855375","1.01808729977768","1.03227215541096","0.898423541082687","0.841574849410266","0.585858646602411","0.438389901756078","0.517141086529927","0.66369099898987","0.829586856363129","0.737760939837713","1.400793048278","1.39823937263196","1.30153622381001","0.702090314958857","0.781922794295354","0.897453786451368","0.916869396257912","0.934277506348732","0.995531840779105","0.939119651442092","0.913005056748309","",
"Iran, Islamic Rep.","IRN","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","59102","64126","68676","76204","81878","84981","90867","97765","103464","112632","121369","130179","141046","153878","166918","178088","192682","203986","214530","221370","232959","240052","254276","262434","274609","280633","",
"Iran, Islamic Rep.","IRN","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","2025140.380596","2313435.264336","2531914.54632","2475375.622308","2884857.222708","2961355.082868","3017028.972132","3165028.374672","3180937.502916","3435243.316236","3647070.777852","3805590.101544","4011802.185132","4214302.544916","4539653.45568","4891921.764192","5338056.663324","5760538.863876","5724333.343404","5978894.63526","5985578.400912","6096614.220972","6084072.410364","6341292.906372","6661814.594544","6565402.848204","",
"Iraq","IRQ","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","74.95","78.65","81.76","84.63","86.96","89.01","90.77","92.14","93.38","94.24","95.1","95.72","96.18","96.71","97.04","97.39","97.63",
"Iraq","IRQ","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","84.7493839704994","85.5697293645241","86.3810388616882","87.1766884087659","87.9497479630413","88.6926125359076","89.40705663347","90.0708568850496","90.6420982428792","91.1429754706566","91.5858919637373","91.9819034659438","92.3450193616951","92.6885445035131","93.0255698193355","93.3692599189233","93.6480686695279","95.406769154656","94.5780881567722","95.1143005835328","95.6616480897097","94.0875631891684","98.6","98.0039330274441","98.8776564759096","99.5485689382147","100",
"Iraq","IRQ","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","93.4802093505859","93.8056793212891","94.1306381225586","94.4525375366211","94.7683258056641","95.0749282836914","95.3692932128906","95.6483688354492","95.9090881347656","96.1483917236328","96.36474609375","96.5626907348633","96.7482833862305","96.9275970458984","97.106689453125","97.291618347168","97.6221115649303","98.1","97.9405975341797","98.2124557495117","98.4866027832031","98","99.3","99.3796005249023","99.6554107666016","99.8621826171875","100",
"Iraq","IRQ","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","97.2745971679688","97.4162673950195","97.5577545166016","97.6982192993164","97.8366165161133","97.9719314575195","98.099250793457","98.2245178222656","98.3437271118164","98.4563446044922","98.5627288818359","98.664306640625","98.7633972167969","98.8627014160156","98.9650268554688","99.0731811523438","99.5434926958831","99.3171997070312","99.4564514160156","99.6056823730469","99.7537689208984","100","99.69","99.9901123046875","99.9989700317383","100","100",
"Iraq","IRQ","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","4.16933793975976","9.23170383119196","10.3447612463955","10.3343990310986","11.2745149756966","10.6054632087908","9.56419560598779","9.38650650439335","4.96567697056205","3.26360703792057","3.78819684146912","4.13966007366477","4.22826168782549","5.80757861117393","3.87703899436953","3.76044654008332","3.22102415751573","3.23299696348451","3.23572301163032","3.75123499875916","4.01433411531913","4.08389015305167","4.00553461708955","4.0447611123735","4.02747342269317","3.71626708149862","",
"Iraq","IRQ","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","2600","900","700","600","560","570","570","581","593","605","611","618","517","433","493","6000","6096","5736","3485","3227","4767","3397","4392","4757","2931","2572","",
"Iraq","IRQ","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","10.8333333333333","4.32484382508409","2.76679841897233","2.28136882129278","2","1.91641730827422","1.89740687726773","1.91502686311348","1.91630311843593","1.91680131799892","1.9153605015674","1.91621965210381","1.52674009981396","1.52787579393084","1.52655209784796","19.7368421052632","18.0232386246046","17.2578752595","9.44751680763392","8.52643538457473","9.74687167743518","6.30206110977126","9.54409144247903","8.14248057238711","4.32505017117223","3.7317547372392","",
"Iraq","IRQ","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","9439.936","3600.052","2980.656","2642.6","2535.55","2597.982","2615.161","2677.428","2715.57","2721.118","2755.402","2822.663","2519.824","2258.511","2565.874","16836.6","18357.05","14437.6","8307.78","8592.85","13303.68","9773.975","13051.97","14241.45","7893.954","5867.225","",
"Iraq","IRQ","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","1.59632635721349","0.746342013031562","0.490534585428941","0.389340087452016","0.357378713939655","0.373227147039444","0.350157932459888","0.362383356738199","0.390140044105445","0.384234167966341","0.363571952470217","0.352055214088955","0.323986057917817","0.358040206033949","0.360068906004819","2.30332911722962","2.55400646821021","2.03261696823174","1.1851294366201","1.23763391680208","1.70963705456244","1.07433655809252","1.26387437960623","1.36878400878178","0.912104650364548","0.798830768676665","",
"Iraq","IRQ","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","24000","20810","25300","26300","28000","29743","30041","30339","30945","31563","31900","32251","33863","28340","32295","30400","33823","33237","36888","37847","48908","53903","46018","58422","67768","68922","",
"Iraq","IRQ","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","591353.764056","482359.55328","607634.219592","678738.225312","709485.456492","696086.021772","746851.851","738838.567008","696050.05716","708192.61452","757869.792012","801767.133972","777756.92454","630798.15114","712606.380948","730968.052896","718755.031692","710296.146576","701001.911124","694296.583452","778158.145584","909768.445128","1032695.195868","1040445.381348","865465.820928","734476.591296","",
"Ireland","IRL","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Ireland","IRL","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Ireland","IRL","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Ireland","IRL","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Ireland","IRL","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","5.54609715574023","5.48690090759238","5.2462560547272","5.20551109288728","5.16627086016709","4.75307690481823","4.63756818354907","4.39303367261359","4.27871990980455","4.05175035912197","3.81165150454248","3.7469026779106","3.54647959954216","3.33270672125488","3.29075041323849","3.11449519083138","2.94142367756058","2.86188443788063","2.87863719042615","2.94675929634241","2.9533808797076","2.62851887452088","2.62437452678777","2.56620799673341","2.36512864372131","1.94829340955039","",
"Ireland","IRL","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","697","746","822","780","939","729","763","809","1170","1124","1185","1027","1382","1138","1394","1873","2475","2794","3588","4108","3728","5423","5256","5628","6390","7858","",
"Ireland","IRL","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","4.8984468339307","4.99665103817816","5.20912547528517","4.83002043470184","5.57998573805562","4.14110429447853","4.03276955602537","4.10889329066992","5.60398505603985","5.16425453710085","5.00570269927766","4.16937317310815","5.5629352332649","4.57745062547766","5.52845528455285","7.30898306407555","9.12745242661159","10.0333967752361","11.9967901564799","14.6934687745905","13.2311186825667","19.9639228390517","19.365535536642","22.0058651026393","24.7597644141352","27.9654080216378","",
"Ireland","IRL","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","6605.385","6579.749","6318.398","6270.306","6753.26","6061.525","6414.326","6502.329","8471.322","8102.944","8580.855","8592.148","9792.281","9073.416","10724.96","14103.53","16449.65","18104.71","21276.19","24565.38","24506.98","28385.35","27549.99","30991.7","35406.03","39051.66","",
"Ireland","IRL","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","2.27978134203649","2.22917590071014","2.15872842493715","2.10704833471694","2.17558461312299","1.92243647126362","1.93475144226076","1.90073890024882","2.27773144010268","2.05684799992262","2.03416723320132","1.9716080399365","2.24642484760563","2.01380386277694","2.31344859411373","2.88990640146838","3.20365263829232","3.55636727600881","4.1533712191485","5.24675647912276","5.27353814314154","6.70936460707383","6.61854861056846","7.40476688097015","8.52066979093462","9.08139901337063","",
"Ireland","IRL","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","14229","14930","15780","16149","16828","17604","18920","19689","20878","21765","23673","24632","24843","24861","25215","25626","27116","27847","29908","27958","28508","27474","27388","25797","26035","28099","",
"Ireland","IRL","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","289737.65502","295165.087596","292690.730664","297587.193264","310411.277928","315304.307352","331532.302284","342094.803192","371919.263652","393949.577232","421836.261048","435793.921812","435905.12322","450561.058488","463591.887336","488027.22444","513465.467616","509078.747916","512263.14426","468201.26106","464716.085004","423070.613424","416254.251816","418537.146384","415531.065852","430018.105608","",
"Isle of Man","IMN","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Isle of Man","IMN","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Isle of Man","IMN","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Isle of Man","IMN","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","0","0","0","0","0","0","0","0","0","0","0","0","3","2.3","3.3","2.6","3.5","2.1","3.2","3.4","3","3.1","4.4","4","4","4.2","",
"Isle of Man","IMN","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0","0","0","0","0","0","0","0","0","0","0","0","2.0979020979021","1.59833217512161","1.743264659271","0.598251265531523","0.884955752212389","0.454447089374594","0.635930047694754","0.638257931293411","0.602530628640289","0.621740874448456","1.48698884758364","0.793650793650794","0.793650793650794","0.833002776675922","",
"Isle of Man","IMN","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","0","0","0","0","0","0","0","0","0","0","0","0","28.17063","21.57748","177.6932","106.6645","116.3235","69.19154","73.71756","92.15114","87.8279","89.65367","152.6019","87.9949","86.81534","95.54174","",
"Isle of Man","IMN","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","1.48204071969697","1.11511524547804","8.81414682539683","5.09308599532063","5.75203975671265","3.34113380655754","3.39727913728743","4.25031778976985","4.04755518687497","4.38640197661334","6.4275082132929","3.73746602106694","3.81270707070707","4.2075897300392","",
"Isle of Man","IMN","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","143","143.9","189.3","434.6","395.5","462.1","503.2","532.7","497.9","498.6","295.9","504","504","504.2","",
"Isle of Man","IMN","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","0","0","0","0","0","0","0","0","0","0","0","0","1900.8","1935","2016","2094.3","2022.3","2070.9","2169.9","2168.1","2169.9","2043.9","2374.2","2354.4","2277","2270.7","",
"Israel","ISR","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Israel","ISR","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Israel","ISR","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Israel","ISR","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Israel","ISR","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","5.20391196226479","4.84805904603968","5.27524388843835","5.23894714268273","5.22579068809726","5.14117553243246","4.98017127176662","5.04586412850192","4.95993864486528","4.65305060854921","4.64449279116682","4.86425403825633","4.78243439869545","4.95834304218279","4.59398960178657","4.2242467269109","4.40118467788162","4.24415674720876","4.52607026983761","4.2040851667168","4.29571625886144","4.08101607460885","4.16031299523193","3.83693258945275","3.43775167141894","3.59058439689","",
"Israel","ISR","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","3","6","29","26","23","25","24","25","25","33","31","20","32","43","39","39","25","24","32","99","170","301","484","571","921","1214","",
"Israel","ISR","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0.0143554407120299","0.0278888165845496","0.115335666560611","0.0999423409571401","0.080917534477906","0.0821692686935086","0.0737757830991977","0.0712250712250712","0.0658674746410223","0.0841514726507714","0.0726659009399686","0.0455052217241929","0.0703296703296703","0.091409621394103","0.0824890543370207","0.0802436113740175","0.0494481585505756","0.0446162998215348","0.0561383811094348","0.179973821989529","0.290146950896895","0.504365019521105","0.76821738647366","0.931150321255015","1.5144788120961","1.89020023043627","",
"Israel","ISR","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","15129.48","16017.67","16910.8","17801.92","18612.43","19664.72","20622.44","21771.84","22902.9","23010.68","25412.9","26620.34","27965.86","29375.79","30805.66","30806.67","31242.14","31724.19","44989.74","44308.84","47847.7","47317.99","13935.39","15726.49","18085.31","18987.48","",
"Israel","ISR","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","5.80024515812053","6.02540083931582","6.24488071353934","5.89105589727046","5.64907818198587","5.43627427030068","5.44661308180387","5.69790780290493","6.07462712345721","5.86872888096563","5.97064052127847","6.29768607506162","6.51773974931386","6.52065031504906","6.7138983229974","7.00040112505891","6.82470273018197","6.65040424102889","8.82217868937915","8.41705165142766","8.50335499959035","9.02175146735844","2.68630292528265","3.319186866125","3.68013234935496","3.70776691254672","",
"Israel","ISR","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","20898","21514","25144","26015","28424","30425","32531","35100","37955","39215","42661","43951","45500","47041","47279","48602","50558","53792","57002","55008","58591","59679","63003","61322","60813","64226","",
"Israel","ISR","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","260842.078008","265835.758104","270794.604024","302185.555704","329477.29524","361731.56508","378628.694388","382102.356744","377025.610536","392089.675068","425631.050964","422700.332832","429072.977376","450503.992404","458834.175288","440070.068124","457780.232124","477026.491176","509961.785904","526417.584624","562692.019824","524487.846636","518757.206004","473805.5022","491430.967236","512100.152136","",
"Italy","ITA","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Italy","ITA","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Italy","ITA","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Italy","ITA","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Italy","ITA","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","3.52000611129493","3.55202547453945","3.50060377419297","3.51223317916802","3.39483691393624","3.58233166833718","3.53375844904063","3.51939810474354","3.56042628192269","3.5597330299476","3.49767220852059","3.44831648445109","3.46387707556309","3.62419010666377","3.59250605048598","3.62671662151195","3.52295333028145","3.46054579597713","3.451213100548","3.40949303056787","3.43437098196747","3.30129076178886","3.26278347669821","3.19857425031208","2.9779315789523","3.07219897115511","",
"Italy","ITA","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","34905","45539","45767","45223","48240","41458","46223","46206","46476","51315","50879","54348","48315","46866","53871","48439","50635","47715","58163","69255","76965","82963","92223","112012","120679","108906","",
"Italy","ITA","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","16.3760221818745","20.846513373831","20.5539188388093","20.5797629070058","21.0894465331818","17.466001584065","19.3080142691251","18.7430027096753","18.3225246890461","19.7932537463115","18.8481927532313","19.9886720560218","17.408803309168","16.3708004107895","18.2133837316627","16.318218568926","16.456444939891","15.4807249320295","18.5511933581478","24.0189363067266","25.760359871876","27.5947287192996","31.0203903154411","38.905348564998","43.3916063800716","38.6792251795342","",
"Italy","ITA","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","165473.8","209430.8","217375.9","215417.1","233106.7","206861.5","222366.7","227731.1","231120.1","252921.1","258077.7","275502.9","287283.5","337358.4","322158.2","372301.3","411530.8","474291.2","587284.9","642121.3","665169","591321.2","708149.9","783549.1","782684.4","778697.1","",
"Italy","ITA","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","3.78146348144952","4.66941317046864","4.83946324160706","4.77149529502877","5.2480221051995","4.46227833744118","4.74891389547652","4.83141976728715","4.75762543217441","5.02245978426758","5.11951479788946","5.38256684916779","5.59666992531442","6.24058670916462","5.93594854215673","6.70263907861876","7.51256404147516","8.73172974748555","10.8233492990728","12.5397527301242","12.7940929982975","11.9049402680297","14.3916489650323","16.3208850422585","17.0903588438944","16.5168505774397","",
"Italy","ITA","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","213147","218449","222668","219745","228740","237364","239398","246524","253655","259255","269941","271894","277532","286278","295777","296840","307691","308222","313527","288335","298773","300648","297298","287909","278116","281562","",
