country,month_year,NO2,O3,PM10,PM2.5
Slovakia,2019-12,15.526774193548388,35.261612903225796,17.801935483870967,14.424516129032257
Slovakia,2020-01,20.20322580645162,29.80838709677419,27.080000000000005,22.561935483870975
Slovakia,2020-02,10.055862068965517,57.269999999999996,10.861034482758624,8.811379310344828
Slovakia,2020-03,9.99225806451613,64.62645161290322,19.613225806451617,15.117741935483872
Slovakia,2020-04,8.286333333333333,80.36833333333333,18.931333333333335,13.816
Slovakia,2020-05,6.324137931034482,75.39206896551725,11.782413793103448,8.377931034482756
Slovenia,2019-01,23.466451612903224,33.62483870967743,27.24451612903226,24.946129032258064
Slovenia,2019-02,25.85214285714286,41.73571428571428,35.65321428571429,32.109642857142866
Slovenia,2019-03,15.372903225806452,59.901612903225804,22.608387096774184,19.932580645161288
Slovenia,2019-04,12.926333333333337,62.212,23.012333333333334,19.111666666666665
