country,Country_code,unit,2020Q1,2019Q4,2019Q3,2019Q2,2019Q1,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Spain,ESP,Thousand tonnes,,,2320,3039,3183,,,,,,,773,773,773,1013,1013,1013,1061,1061,1061
Spain,ESP,Thousand tonnes,,,2320,3039,3184,,,,,,,773,773,773,1013,1013,1013,1061,1061,1061
Spain,ESP,Thousand tonnes,,,2557,3160,3264,,,,,,,852,852,852,1053,1053,1053,1088,1088,1088
Spain,ESP,Thousand tonnes,,,353,417,236,,,,,,,117,117,117,139,139,139,78,78,78
Spain,ESP,Thousand tonnes,,,335,415,224,,,,,,,111,111,111,138,138,138,74,74,74
Spain,ESP,Thousand tonnes,,,353,417,236,,,,,,,117,117,117,139,139,139,78,78,78
Spain,ESP,Thousand tonnes,,,353,417,236,,,,,,,117,117,117,139,139,139,78,78,78
Spain,ESP,Thousand tonnes,,,115,296,156,,,,,,,38,38,38,98,98,98,52,52,52
Spain,ESP,Thousand tonnes,,,1632,1738,1665,,,,,,,544,544,544,579,579,579,555,555,555
Spain,ESP,Thousand tonnes,,,5,0,5,,,,,,,1,1,1,0,0,0,1,1,1
Spain,ESP,Thousand tonnes,,,1018,1136,1045,,,,,,,339,339,339,378,378,378,348,348,348
Spain,ESP,Thousand tonnes,,,1419,1550,1461,,,,,,,473,473,473,516,516,516,487,487,487
Spain,ESP,Thousand tonnes,,,1018,1136,1045,,,,,,,339,339,339,378,378,378,348,348,348
Spain,ESP,Thousand tonnes,,,1018,1136,1045,,,,,,,339,339,339,378,378,378,348,348,348
Spain,ESP,Thousand tonnes,,,1028,1136,1054,,,,,,,342,342,342,378,378,378,351,351,351
Spain,ESP,Thousand tonnes,,,609,602,614,,,,,,,203,203,203,200,200,200,204,204,204
Spain,ESP,Thousand tonnes,,,208,188,199,,,,,,,69,69,69,62,62,62,66,66,66
Spain,ESP,Thousand tonnes,,,609,602,614,,,,,,,203,203,203,200,200,200,204,204,204
Spain,ESP,Thousand tonnes,,,609,602,614,,,,,,,203,203,203,200,200,200,204,204,204
Spain,ESP,Thousand tonnes,,,600,602,606,,,,,,,200,200,200,200,200,200,202,202,202
Spain,ESP,Thousand tonnes,,,1632,1738,1665,,,,,,,544,544,544,579,579,579,555,555,555
Spain,ESP,Thousand tonnes,,,5,0,5,,,,,,,1,1,1,0,0,0,1,1,1
Spain,ESP,Thousand tonnes,,,1018,1136,1045,,,,,,,339,339,339,378,378,378,348,348,348
Spain,ESP,Thousand tonnes,,,1419,1550,1461,,,,,,,473,473,473,516,516,516,487,487,487
Spain,ESP,Thousand tonnes,,,1018,1136,1045,,,,,,,339,339,339,378,378,378,348,348,348
Spain,ESP,Thousand tonnes,,,1018,1136,1045,,,,,,,339,339,339,378,378,378,348,348,348
Spain,ESP,Thousand tonnes,,,1028,1136,1054,,,,,,,342,342,342,378,378,378,351,351,351
Spain,ESP,Thousand tonnes,,,609,602,614,,,,,,,203,203,203,200,200,200,204,204,204
Spain,ESP,Thousand tonnes,,,208,188,199,,,,,,,69,69,69,62,62,62,66,66,66
Spain,ESP,Thousand tonnes,,,609,602,614,,,,,,,203,203,203,200,200,200,204,204,204
Spain,ESP,Thousand tonnes,,,609,602,614,,,,,,,203,203,203,200,200,200,204,204,204
Spain,ESP,Thousand tonnes,,,600,602,606,,,,,,,200,200,200,200,200,200,202,202,202
Spain,ESP,Thousand tonnes,,,,1,,,,,,,,,,,0,0,0,,,
Spain,ESP,Thousand tonnes,,,2735,2592,3517,,,,,,,911,911,911,864,864,864,1172,1172,1172
Spain,ESP,Thousand tonnes,,,38,61,50,,,,,,,12,12,12,20,20,20,16,16,16
Spain,ESP,Thousand tonnes,,,2014,1835,3053,,,,,,,671,671,671,611,611,611,1017,1017,1017
Spain,ESP,Thousand tonnes,,,2125,1913,3117,,,,,,,708,708,708,637,637,637,1039,1039,1039
Spain,ESP,Thousand tonnes,,,2014,1835,3053,,,,,,,671,671,671,611,611,611,1017,1017,1017
Spain,ESP,Thousand tonnes,,,2047,1889,3053,,,,,,,682,682,682,629,629,629,1017,1017,1017
Spain,ESP,Thousand tonnes,,,2062,1977,3069,,,,,,,687,687,687,659,659,659,1023,1023,1023
Spain,ESP,Thousand tonnes,,,683,695,414,,,,,,,227,227,227,231,231,231,138,138,138
Spain,ESP,Thousand tonnes,,,572,617,350,,,,,,,190,190,190,205,205,205,116,116,116
Spain,ESP,Thousand tonnes,,,683,694,414,,,,,,,227,227,227,231,231,231,138,138,138
Spain,ESP,Thousand tonnes,,,650,641,414,,,,,,,216,216,216,213,213,213,138,138,138
Spain,ESP,Thousand tonnes,,,636,552,398,,,,,,,212,212,212,184,184,184,132,132,132
Spain,ESP,Thousand tonnes,,,,1,,,,,,,,,,,0,0,0,,,
Spain,ESP,Thousand tonnes,,,708,570,472,,,,,,,236,236,236,190,190,190,157,157,157
Spain,ESP,Thousand tonnes,,,24,28,33,,,,,,,8,8,8,9,9,9,11,11,11
Spain,ESP,Thousand tonnes,,,185,171,127,,,,,,,61,61,61,57,57,57,42,42,42
Spain,ESP,Thousand tonnes,,,226,215,158,,,,,,,75,75,75,71,71,71,52,52,52
Spain,ESP,Thousand tonnes,,,185,171,127,,,,,,,61,61,61,57,57,57,42,42,42
Spain,ESP,Thousand tonnes,,,185,171,127,,,,,,,61,61,61,57,57,57,42,42,42
Spain,ESP,Thousand tonnes,,,199,199,143,,,,,,,66,66,66,66,66,66,47,47,47
Spain,ESP,Thousand tonnes,,,499,371,312,,,,,,,166,166,166,123,123,123,104,104,104
Spain,ESP,Thousand tonnes,,,458,327,281,,,,,,,152,152,152,109,109,109,93,93,93
Spain,ESP,Thousand tonnes,,,499,371,312,,,,,,,166,166,166,123,123,123,104,104,104
Spain,ESP,Thousand tonnes,,,499,371,312,,,,,,,166,166,166,123,123,123,104,104,104
Spain,ESP,Thousand tonnes,,,485,343,296,,,,,,,161,161,161,114,114,114,98,98,98
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,2027,2022,3045,,,,,,,675,675,675,674,674,674,1015,1015,1015
Spain,ESP,Thousand tonnes,,,14,34,17,,,,,,,4,4,4,11,11,11,5,5,5
Spain,ESP,Thousand tonnes,,,1829,1665,2926,,,,,,,609,609,609,555,555,555,975,975,975
Spain,ESP,Thousand tonnes,,,1899,1698,2959,,,,,,,633,633,633,566,566,566,986,986,986
Spain,ESP,Thousand tonnes,,,1829,1665,2926,,,,,,,609,609,609,555,555,555,975,975,975
Spain,ESP,Thousand tonnes,,,1862,1718,2926,,,,,,,620,620,620,572,572,572,975,975,975
Spain,ESP,Thousand tonnes,,,1863,1779,2927,,,,,,,621,621,621,593,593,593,975,975,975
Spain,ESP,Thousand tonnes,,,184,323,102,,,,,,,61,61,61,107,107,107,34,34,34
Spain,ESP,Thousand tonnes,,,114,290,69,,,,,,,38,38,38,96,96,96,23,23,23
Spain,ESP,Thousand tonnes,,,184,323,102,,,,,,,61,61,61,107,107,107,34,34,34
Spain,ESP,Thousand tonnes,,,151,270,102,,,,,,,50,50,50,90,90,90,34,34,34
Spain,ESP,Thousand tonnes,,,151,209,102,,,,,,,50,50,50,69,69,69,34,34,34
Spain,ESP,Thousand tonnes,,,38,34,30,,,,,,,12,12,12,11,11,11,10,10,10
Spain,ESP,Thousand tonnes,,,38,34,30,,,,,,,12,12,12,11,11,11,10,10,10
Spain,ESP,Thousand tonnes,,,18,17,14,,,,,,,6,6,6,5,5,5,4,4,4
Spain,ESP,Thousand tonnes,,,18,17,14,,,,,,,6,6,6,5,5,5,4,4,4
Spain,ESP,Thousand tonnes,,,20,16,16,,,,,,,6,6,6,5,5,5,5,5,5
Spain,ESP,Thousand tonnes,,,20,16,16,,,,,,,6,6,6,5,5,5,5,5,5
Spain,ESP,Thousand tonnes,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
Spain,ESP,Thousand tonnes,,,274,347,346,,,,,,,91,91,91,115,115,115,115,115,115
Spain,ESP,Thousand tonnes,,,234,283,206,,,,,,,78,78,78,94,94,94,68,68,68
Spain,ESP,Thousand tonnes,,,5,55,41,,,,,,,1,1,1,18,18,18,13,13,13
Spain,ESP,Thousand tonnes,,,5,55,41,,,,,,,1,1,1,18,18,18,13,13,13
Spain,ESP,Thousand tonnes,,,5,55,41,,,,,,,1,1,1,18,18,18,13,13,13
Spain,ESP,Thousand tonnes,,,5,55,41,,,,,,,1,1,1,18,18,18,13,13,13
Spain,ESP,Thousand tonnes,,,38,55,41,,,,,,,12,12,12,18,18,18,13,13,13
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,2,10,98,,,,,,,0,0,0,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
Spain,ESP,Thousand tonnes,,,20,33,22,,,,,,,6,6,6,11,11,11,7,7,7
Spain,ESP,Thousand tonnes,,,20,17,18,,,,,,,6,6,6,5,5,5,6,6,6
Spain,ESP,Thousand tonnes,,,,16,4,,,,,,,,,,5,5,5,1,1,1
Spain,ESP,Thousand tonnes,,,,16,4,,,,,,,,,,5,5,5,1,1,1
Spain,ESP,Thousand tonnes,,,,16,4,,,,,,,,,,5,5,5,1,1,1
Spain,ESP,Thousand tonnes,,,,16,4,,,,,,,,,,5,5,5,1,1,1
Spain,ESP,Thousand tonnes,,,,16,4,,,,,,,,,,5,5,5,1,1,1
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,254,314,324,,,,,,,84,84,84,104,104,104,108,108,108
Spain,ESP,Thousand tonnes,,,215,266,188,,,,,,,71,71,71,88,88,88,62,62,62
Spain,ESP,Thousand tonnes,,,5,39,37,,,,,,,1,1,1,13,13,13,12,12,12
Spain,ESP,Thousand tonnes,,,5,39,37,,,,,,,1,1,1,13,13,13,12,12,12
Spain,ESP,Thousand tonnes,,,5,39,37,,,,,,,1,1,1,13,13,13,12,12,12
Spain,ESP,Thousand tonnes,,,5,39,37,,,,,,,1,1,1,13,13,13,12,12,12
Spain,ESP,Thousand tonnes,,,38,39,38,,,,,,,12,12,12,13,13,13,12,12,12
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,34,10,98,,,,,,,11,11,11,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,2,10,98,,,,,,,0,0,0,3,3,3,32,32,32
Spain,ESP,Thousand tonnes,,,32,2,2,,,,,,,10,10,10,0,0,0,0,0,0
Spain,ESP,Thousand tonnes,,,5611,4993,4581,,,,,,,1870,1870,1870,1664,1664,1664,1527,1527,1527
Spain,ESP,Thousand tonnes,,,732,656,625,,,,,,,244,244,244,218,218,218,208,208,208
Spain,ESP,Thousand tonnes,,,3822,3332,3302,,,,,,,1274,1274,1274,1110,1110,1110,1100,1100,1100
Spain,ESP,Thousand tonnes,,,3943,3514,3347,,,,,,,1314,1314,1314,1171,1171,1171,1115,1115,1115
Spain,ESP,Thousand tonnes,,,3836,3345,3302,,,,,,,1278,1278,1278,1115,1115,1115,1100,1100,1100
Spain,ESP,Thousand tonnes,,,3980,3496,3348,,,,,,,1326,1326,1326,1165,1165,1165,1116,1116,1116
Spain,ESP,Thousand tonnes,,,4099,3582,3363,,,,,,,1366,1366,1366,1194,1194,1194,1121,1121,1121
Spain,ESP,Thousand tonnes,,,1025,1003,652,,,,,,,341,341,341,334,334,334,217,217,217
Spain,ESP,Thousand tonnes,,,903,821,607,,,,,,,301,301,301,273,273,273,202,202,202
Spain,ESP,Thousand tonnes,,,1011,990,652,,,,,,,337,337,337,330,330,330,217,217,217
Spain,ESP,Thousand tonnes,,,867,839,606,,,,,,,289,289,289,279,279,279,202,202,202
Spain,ESP,Thousand tonnes,,,747,753,590,,,,,,,249,249,249,251,251,251,196,196,196
Spain,ESP,Thousand tonnes,,,32,2,2,,,,,,,10,10,10,0,0,0,0,0,0
Spain,ESP,Thousand tonnes,,,1883,1815,1600,,,,,,,627,627,627,605,605,605,533,533,533
Spain,ESP,Thousand tonnes,,,614,416,535,,,,,,,204,204,204,138,138,138,178,178,178
Spain,ESP,Thousand tonnes,,,809,940,761,,,,,,,269,269,269,313,313,313,253,253,253
Spain,ESP,Thousand tonnes,,,822,964,773,,,,,,,274,274,274,321,321,321,257,257,257
Spain,ESP,Thousand tonnes,,,809,940,761,,,,,,,269,269,269,313,313,313,253,253,253
Spain,ESP,Thousand tonnes,,,872,999,806,,,,,,,290,290,290,333,333,333,268,268,268
Spain,ESP,Thousand tonnes,,,954,1057,822,,,,,,,318,318,318,352,352,352,274,274,274
Spain,ESP,Thousand tonnes,,,427,457,302,,,,,,,142,142,142,152,152,152,100,100,100
Spain,ESP,Thousand tonnes,,,414,433,290,,,,,,,138,138,138,144,144,144,96,96,96
Spain,ESP,Thousand tonnes,,,427,456,301,,,,,,,142,142,142,152,152,152,100,100,100
Spain,ESP,Thousand tonnes,,,364,398,257,,,,,,,121,121,121,132,132,132,85,85,85
Spain,ESP,Thousand tonnes,,,282,340,241,,,,,,,94,94,94,113,113,113,80,80,80
Spain,ESP,Thousand tonnes,,,0,0,,,,,,,,0,0,0,0,0,0,,,
Spain,ESP,Thousand tonnes,,,3728,3178,2981,,,,,,,1242,1242,1242,1059,1059,1059,993,993,993
Spain,ESP,Thousand tonnes,,,117,240,90,,,,,,,39,39,39,80,80,80,30,30,30
Spain,ESP,Thousand tonnes,,,3013,2392,2541,,,,,,,1004,1004,1004,797,797,797,847,847,847
Spain,ESP,Thousand tonnes,,,3121,2551,2574,,,,,,,1040,1040,1040,850,850,850,858,858,858
Spain,ESP,Thousand tonnes,,,3027,2405,2541,,,,,,,1009,1009,1009,801,801,801,847,847,847
Spain,ESP,Thousand tonnes,,,3108,2497,2542,,,,,,,1036,1036,1036,832,832,832,847,847,847
Spain,ESP,Thousand tonnes,,,3146,2525,2542,,,,,,,1048,1048,1048,841,841,841,847,847,847
Spain,ESP,Thousand tonnes,,,597,547,350,,,,,,,199,199,199,182,182,182,116,116,116
Spain,ESP,Thousand tonnes,,,489,388,317,,,,,,,163,163,163,129,129,129,105,105,105
Spain,ESP,Thousand tonnes,,,584,533,350,,,,,,,194,194,194,177,177,177,116,116,116
Spain,ESP,Thousand tonnes,,,502,441,349,,,,,,,167,167,167,147,147,147,116,116,116
Spain,ESP,Thousand tonnes,,,465,414,349,,,,,,,155,155,155,138,138,138,116,116,116
Spain,ESP,Thousand tonnes,,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0
Spain,ESP,Thousand tonnes,,,8957,8551,8179,,,,,,,2985,2985,2985,2850,2850,2850,2726,2726,2726
Spain,ESP,Thousand tonnes,,,774,721,789,,,,,,,258,258,258,240,240,240,263,263,263
Spain,ESP,Thousand tonnes,,,7032,6761,6435,,,,,,,2344,2344,2344,2253,2253,2253,2145,2145,2145
Spain,ESP,Thousand tonnes,,,7099,6771,6467,,,,,,,2366,2366,2366,2257,2257,2257,2155,2155,2155
Spain,ESP,Thousand tonnes,,,7036,6761,6442,,,,,,,2345,2345,2345,2253,2253,2253,2147,2147,2147
Spain,ESP,Thousand tonnes,,,7306,6809,6514,,,,,,,2435,2435,2435,2269,2269,2269,2171,2171,2171
Spain,ESP,Thousand tonnes,,,7372,6866,6542,,,,,,,2457,2457,2457,2288,2288,2288,2180,2180,2180
Spain,ESP,Thousand tonnes,,,1150,1068,955,,,,,,,383,383,383,356,356,356,318,318,318
Spain,ESP,Thousand tonnes,,,1084,1058,922,,,,,,,361,361,361,352,352,352,307,307,307
Spain,ESP,Thousand tonnes,,,1146,1068,947,,,,,,,382,382,382,356,356,356,315,315,315
Spain,ESP,Thousand tonnes,,,877,1020,875,,,,,,,292,292,292,340,340,340,291,291,291
Spain,ESP,Thousand tonnes,,,811,963,847,,,,,,,270,270,270,321,321,321,282,282,282
Spain,ESP,Thousand tonnes,,,,,0,,,,,,,,,,,,,0,0,0
Spain,ESP,Thousand tonnes,,,1998,2484,2176,,,,,,,666,666,666,828,828,828,725,725,725
Spain,ESP,Thousand tonnes,,,371,377,384,,,,,,,123,123,123,125,125,125,128,128,128
Spain,ESP,Thousand tonnes,,,981,1226,1030,,,,,,,327,327,327,408,408,408,343,343,343
Spain,ESP,Thousand tonnes,,,990,1232,1063,,,,,,,330,330,330,410,410,410,354,354,354
Spain,ESP,Thousand tonnes,,,985,1226,1038,,,,,,,328,328,328,408,408,408,346,346,346
Spain,ESP,Thousand tonnes,,,988,1230,1038,,,,,,,329,329,329,410,410,410,346,346,346
Spain,ESP,Thousand tonnes,,,1022,1233,1061,,,,,,,340,340,340,411,411,411,353,353,353
Spain,ESP,Thousand tonnes,,,646,881,761,,,,,,,215,215,215,293,293,293,253,253,253
Spain,ESP,Thousand tonnes,,,637,875,728,,,,,,,212,212,212,291,291,291,242,242,242
Spain,ESP,Thousand tonnes,,,642,881,754,,,,,,,214,214,214,293,293,293,251,251,251
Spain,ESP,Thousand tonnes,,,639,877,754,,,,,,,213,213,213,292,292,292,251,251,251
Spain,ESP,Thousand tonnes,,,605,874,730,,,,,,,201,201,201,291,291,291,243,243,243
Spain,ESP,Thousand tonnes,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
Spain,ESP,Thousand tonnes,,,6959,6067,6003,,,,,,,2319,2319,2319,2022,2022,2022,2001,2001,2001
Spain,ESP,Thousand tonnes,,,403,344,405,,,,,,,134,134,134,114,114,114,135,135,135
Spain,ESP,Thousand tonnes,,,6051,5535,5404,,,,,,,2017,2017,2017,1845,1845,1845,1801,1801,1801
Spain,ESP,Thousand tonnes,,,6109,5539,5404,,,,,,,2036,2036,2036,1846,1846,1846,1801,1801,1801
Spain,ESP,Thousand tonnes,,,6051,5535,5404,,,,,,,2017,2017,2017,1845,1845,1845,1801,1801,1801
Spain,ESP,Thousand tonnes,,,6318,5579,5476,,,,,,,2106,2106,2106,1859,1859,1859,1825,1825,1825
Spain,ESP,Thousand tonnes,,,6350,5633,5481,,,,,,,2116,2116,2116,1877,1877,1877,1827,1827,1827
Spain,ESP,Thousand tonnes,,,504,187,194,,,,,,,168,168,168,62,62,62,64,64,64
Spain,ESP,Thousand tonnes,,,446,183,193,,,,,,,148,148,148,61,61,61,64,64,64
Spain,ESP,Thousand tonnes,,,504,187,194,,,,,,,168,168,168,62,62,62,64,64,64
Spain,ESP,Thousand tonnes,,,238,143,122,,,,,,,79,79,79,47,47,47,40,40,40
Spain,ESP,Thousand tonnes,,,206,89,117,,,,,,,68,68,68,29,29,29,39,39,39
Spain,ESP,Thousand tonnes,,,52,5,,,,,,,,17,17,17,1,1,1,,,
Spain,ESP,Thousand tonnes,,,1356,910,740,,,,,,,452,452,452,303,303,303,246,246,246
Spain,ESP,Thousand tonnes,,,184,217,238,,,,,,,61,61,61,72,72,72,79,79,79
Spain,ESP,Thousand tonnes,,,614,437,299,,,,,,,204,204,204,145,145,145,99,99,99
Spain,ESP,Thousand tonnes,,,699,481,299,,,,,,,233,233,233,160,160,160,99,99,99
Spain,ESP,Thousand tonnes,,,614,437,299,,,,,,,204,204,204,145,145,145,99,99,99
Spain,ESP,Thousand tonnes,,,798,437,320,,,,,,,266,266,266,145,145,145,106,106,106
Spain,ESP,Thousand tonnes,,,819,437,325,,,,,,,273,273,273,145,145,145,108,108,108
Spain,ESP,Thousand tonnes,,,505,251,203,,,,,,,168,168,168,83,83,83,67,67,67
Spain,ESP,Thousand tonnes,,,421,207,203,,,,,,,140,140,140,69,69,69,67,67,67
Spain,ESP,Thousand tonnes,,,505,251,203,,,,,,,168,168,168,83,83,83,67,67,67
Spain,ESP,Thousand tonnes,,,321,251,182,,,,,,,107,107,107,83,83,83,60,60,60
Spain,ESP,Thousand tonnes,,,300,251,177,,,,,,,100,100,100,83,83,83,59,59,59
Spain,ESP,Thousand tonnes,,,16,5,,,,,,,,5,5,5,1,1,1,,,
Spain,ESP,Thousand tonnes,,,551,493,437,,,,,,,183,183,183,164,164,164,145,145,145
Spain,ESP,Thousand tonnes,,,107,112,105,,,,,,,35,35,35,37,37,37,35,35,35
Spain,ESP,Thousand tonnes,,,253,225,212,,,,,,,84,84,84,75,75,75,70,70,70
Spain,ESP,Thousand tonnes,,,296,269,212,,,,,,,98,98,98,89,89,89,70,70,70
Spain,ESP,Thousand tonnes,,,253,225,212,,,,,,,84,84,84,75,75,75,70,70,70
Spain,ESP,Thousand tonnes,,,265,225,212,,,,,,,88,88,88,75,75,75,70,70,70
Spain,ESP,Thousand tonnes,,,265,225,212,,,,,,,88,88,88,75,75,75,70,70,70
Spain,ESP,Thousand tonnes,,,174,152,121,,,,,,,58,58,58,50,50,50,40,40,40
Spain,ESP,Thousand tonnes,,,131,108,121,,,,,,,43,43,43,36,36,36,40,40,40
Spain,ESP,Thousand tonnes,,,174,152,121,,,,,,,58,58,58,50,50,50,40,40,40
Spain,ESP,Thousand tonnes,,,162,152,121,,,,,,,54,54,54,50,50,50,40,40,40
Spain,ESP,Thousand tonnes,,,162,152,121,,,,,,,54,54,54,50,50,50,40,40,40
Spain,ESP,Thousand tonnes,,,35,,,,,,,,,11,11,11,,,,,,
Spain,ESP,Thousand tonnes,,,810,417,303,,,,,,,270,270,270,139,139,139,101,101,101
Spain,ESP,Thousand tonnes,,,82,105,134,,,,,,,27,27,27,35,35,35,44,44,44
Spain,ESP,Thousand tonnes,,,361,212,87,,,,,,,120,120,120,70,70,70,29,29,29
Spain,ESP,Thousand tonnes,,,402,212,87,,,,,,,134,134,134,70,70,70,29,29,29
Spain,ESP,Thousand tonnes,,,361,212,87,,,,,,,120,120,120,70,70,70,29,29,29
Spain,ESP,Thousand tonnes,,,533,212,108,,,,,,,177,177,177,70,70,70,36,36,36
Spain,ESP,Thousand tonnes,,,554,212,113,,,,,,,184,184,184,70,70,70,37,37,37
Spain,ESP,Thousand tonnes,,,331,99,82,,,,,,,110,110,110,33,33,33,27,27,27
Spain,ESP,Thousand tonnes,,,290,99,82,,,,,,,96,96,96,33,33,33,27,27,27
Spain,ESP,Thousand tonnes,,,331,99,82,,,,,,,110,110,110,33,33,33,27,27,27
Spain,ESP,Thousand tonnes,,,159,99,61,,,,,,,53,53,53,33,33,33,20,20,20
Spain,ESP,Thousand tonnes,,,138,99,56,,,,,,,46,46,46,33,33,33,18,18,18
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,8521,8240,8534,,,,,,,2840,2840,2840,2746,2746,2746,2844,2844,2844
Spain,ESP,Thousand tonnes,,,679,651,748,,,,,,,226,226,226,217,217,217,249,249,249
Spain,ESP,Thousand tonnes,,,5078,4847,5023,,,,,,,1692,1692,1692,1615,1615,1615,1674,1674,1674
Spain,ESP,Thousand tonnes,,,5744,5476,5769,,,,,,,1914,1914,1914,1825,1825,1825,1923,1923,1923
Spain,ESP,Thousand tonnes,,,5078,4847,5028,,,,,,,1692,1692,1692,1615,1615,1615,1676,1676,1676
Spain,ESP,Thousand tonnes,,,5102,4864,5031,,,,,,,1700,1700,1700,1621,1621,1621,1677,1677,1677
Spain,ESP,Thousand tonnes,,,5204,4897,5064,,,,,,,1734,1734,1734,1632,1632,1632,1688,1688,1688
Spain,ESP,Thousand tonnes,,,2764,2743,2762,,,,,,,921,921,921,914,914,914,920,920,920
Spain,ESP,Thousand tonnes,,,2098,2113,2016,,,,,,,699,699,699,704,704,704,672,672,672
Spain,ESP,Thousand tonnes,,,2764,2743,2758,,,,,,,921,921,921,914,914,914,919,919,919
Spain,ESP,Thousand tonnes,,,2741,2726,2755,,,,,,,913,913,913,908,908,908,918,918,918
Spain,ESP,Thousand tonnes,,,2638,2692,2722,,,,,,,879,879,879,897,897,897,907,907,907
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,2813,2829,3006,,,,,,,937,937,937,943,943,943,1002,1002,1002
Spain,ESP,Thousand tonnes,,,516,382,534,,,,,,,172,172,172,127,127,127,178,178,178
Spain,ESP,Thousand tonnes,,,636,637,809,,,,,,,212,212,212,212,212,212,269,269,269
Spain,ESP,Thousand tonnes,,,1036,1045,1268,,,,,,,345,345,345,348,348,348,422,422,422
Spain,ESP,Thousand tonnes,,,636,637,813,,,,,,,212,212,212,212,212,212,271,271,271
Spain,ESP,Thousand tonnes,,,649,654,813,,,,,,,216,216,216,218,218,218,271,271,271
Spain,ESP,Thousand tonnes,,,663,667,829,,,,,,,221,221,221,222,222,222,276,276,276
Spain,ESP,Thousand tonnes,,,1661,1810,1663,,,,,,,553,553,553,603,603,603,554,554,554
Spain,ESP,Thousand tonnes,,,1261,1402,1204,,,,,,,420,420,420,467,467,467,401,401,401
Spain,ESP,Thousand tonnes,,,1661,1810,1658,,,,,,,553,553,553,603,603,603,552,552,552
Spain,ESP,Thousand tonnes,,,1648,1793,1658,,,,,,,549,549,549,597,597,597,552,552,552
Spain,ESP,Thousand tonnes,,,1634,1780,1643,,,,,,,544,544,544,593,593,593,547,547,547
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,5708,5411,5528,,,,,,,1902,1902,1902,1803,1803,1803,1842,1842,1842
Spain,ESP,Thousand tonnes,,,163,269,214,,,,,,,54,54,54,89,89,89,71,71,71
Spain,ESP,Thousand tonnes,,,4442,4210,4214,,,,,,,1480,1480,1480,1403,1403,1403,1404,1404,1404
Spain,ESP,Thousand tonnes,,,4708,4431,4502,,,,,,,1569,1569,1569,1477,1477,1477,1500,1500,1500
Spain,ESP,Thousand tonnes,,,4442,4210,4214,,,,,,,1480,1480,1480,1403,1403,1403,1404,1404,1404
Spain,ESP,Thousand tonnes,,,4453,4210,4218,,,,,,,1484,1484,1484,1403,1403,1403,1406,1406,1406
Spain,ESP,Thousand tonnes,,,4541,4230,4235,,,,,,,1513,1513,1513,1410,1410,1410,1411,1411,1411
Spain,ESP,Thousand tonnes,,,1103,932,1100,,,,,,,367,367,367,310,310,310,366,366,366
Spain,ESP,Thousand tonnes,,,838,711,813,,,,,,,279,279,279,237,237,237,271,271,271
Spain,ESP,Thousand tonnes,,,1103,932,1100,,,,,,,367,367,367,310,310,310,366,366,366
Spain,ESP,Thousand tonnes,,,1093,932,1096,,,,,,,364,364,364,310,310,310,365,365,365
Spain,ESP,Thousand tonnes,,,1004,912,1079,,,,,,,334,334,334,304,304,304,359,359,359
Spain,ESP,Thousand tonnes,,,50,52,55,,,,,,,16,16,16,17,17,17,18,18,18
Spain,ESP,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Thousand tonnes,,,18,16,15,,,,,,,6,6,6,5,5,5,5,5,5
