country,Country_code,unit,2020Q1,2019Q4,2019Q3,2019Q2,2019Q1,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,8,15,20,,,,,,,2,2,2,5,5,5,6,6,6
Germany,DEU,Thousand tonnes,,,,5,16,,,,,,,,,,1,1,1,5,5,5
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,3,,,,,,,2,2,2,3,3,3,1,1,1
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,8,15,20,,,,,,,2,2,2,5,5,5,6,6,6
Germany,DEU,Thousand tonnes,,,,5,16,,,,,,,,,,1,1,1,5,5,5
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,2,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,3,,,,,,,2,2,2,3,3,3,1,1,1
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,8,10,1,,,,,,,2,2,2,3,3,3,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,6,20,6,,,,,,,2,2,2,6,6,6,2,2,2
Germany,DEU,Thousand tonnes,,,6,20,6,,,,,,,2,2,2,6,6,6,2,2,2
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,2,18,0,,,,,,,0,0,0,6,6,6,0,0,0
Germany,DEU,Thousand tonnes,,,2,18,0,,,,,,,0,0,0,6,6,6,0,0,0
Germany,DEU,Thousand tonnes,,,5,2,6,,,,,,,1,1,1,0,0,0,2,2,2
Germany,DEU,Thousand tonnes,,,5,2,6,,,,,,,1,1,1,0,0,0,2,2,2
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,105,86,44,,,,,,,35,35,35,28,28,28,14,14,14
Germany,DEU,Thousand tonnes,,,105,86,44,,,,,,,35,35,35,28,28,28,14,14,14
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,33,24,6,,,,,,,11,11,11,8,8,8,2,2,2
Germany,DEU,Thousand tonnes,,,33,24,6,,,,,,,11,11,11,8,8,8,2,2,2
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,72,62,39,,,,,,,24,24,24,20,20,20,13,13,13
Germany,DEU,Thousand tonnes,,,72,62,39,,,,,,,24,24,24,20,20,20,13,13,13
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,474,306,475,,,,,,,158,158,158,102,102,102,158,158,158
Germany,DEU,Thousand tonnes,,,1,5,2,,,,,,,0,0,0,1,1,1,0,0,0
Germany,DEU,Thousand tonnes,,,333,205,341,,,,,,,111,111,111,68,68,68,113,113,113
Germany,DEU,Thousand tonnes,,,408,254,374,,,,,,,136,136,136,84,84,84,124,124,124
Germany,DEU,Thousand tonnes,,,333,205,341,,,,,,,111,111,111,68,68,68,113,113,113
Germany,DEU,Thousand tonnes,,,333,205,341,,,,,,,111,111,111,68,68,68,113,113,113
Germany,DEU,Thousand tonnes,,,333,205,412,,,,,,,111,111,111,68,68,68,137,137,137
Germany,DEU,Thousand tonnes,,,140,96,132,,,,,,,46,46,46,32,32,32,44,44,44
Germany,DEU,Thousand tonnes,,,65,48,99,,,,,,,21,21,21,16,16,16,33,33,33
Germany,DEU,Thousand tonnes,,,140,96,132,,,,,,,46,46,46,32,32,32,44,44,44
Germany,DEU,Thousand tonnes,,,140,96,132,,,,,,,46,46,46,32,32,32,44,44,44
Germany,DEU,Thousand tonnes,,,140,96,61,,,,,,,46,46,46,32,32,32,20,20,20
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,49,21,12,,,,,,,16,16,16,7,7,7,4,4,4
Germany,DEU,Thousand tonnes,,,1,5,2,,,,,,,0,0,0,1,1,1,0,0,0
Germany,DEU,Thousand tonnes,,,42,3,11,,,,,,,14,14,14,1,1,1,3,3,3
Germany,DEU,Thousand tonnes,,,42,3,11,,,,,,,14,14,14,1,1,1,3,3,3
Germany,DEU,Thousand tonnes,,,42,3,11,,,,,,,14,14,14,1,1,1,3,3,3
Germany,DEU,Thousand tonnes,,,42,3,11,,,,,,,14,14,14,1,1,1,3,3,3
Germany,DEU,Thousand tonnes,,,42,3,11,,,,,,,14,14,14,1,1,1,3,3,3
Germany,DEU,Thousand tonnes,,,6,13,,,,,,,,2,2,2,4,4,4,,,
Germany,DEU,Thousand tonnes,,,6,13,,,,,,,,2,2,2,4,4,4,,,
Germany,DEU,Thousand tonnes,,,6,13,,,,,,,,2,2,2,4,4,4,,,
Germany,DEU,Thousand tonnes,,,6,13,,,,,,,,2,2,2,4,4,4,,,
Germany,DEU,Thousand tonnes,,,6,13,,,,,,,,2,2,2,4,4,4,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,425,285,462,,,,,,,141,141,141,95,95,95,154,154,154
Germany,DEU,Thousand tonnes,,,,0,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,291,202,330,,,,,,,97,97,97,67,67,67,110,110,110
Germany,DEU,Thousand tonnes,,,366,251,363,,,,,,,122,122,122,83,83,83,121,121,121
Germany,DEU,Thousand tonnes,,,291,202,330,,,,,,,97,97,97,67,67,67,110,110,110
Germany,DEU,Thousand tonnes,,,291,202,330,,,,,,,97,97,97,67,67,67,110,110,110
Germany,DEU,Thousand tonnes,,,291,202,402,,,,,,,97,97,97,67,67,67,134,134,134
Germany,DEU,Thousand tonnes,,,134,83,132,,,,,,,44,44,44,27,27,27,44,44,44
Germany,DEU,Thousand tonnes,,,59,34,99,,,,,,,19,19,19,11,11,11,33,33,33
Germany,DEU,Thousand tonnes,,,134,83,132,,,,,,,44,44,44,27,27,27,44,44,44
Germany,DEU,Thousand tonnes,,,134,83,132,,,,,,,44,44,44,27,27,27,44,44,44
Germany,DEU,Thousand tonnes,,,134,83,61,,,,,,,44,44,44,27,27,27,20,20,20
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,116,98,56,,,,,,,38,38,38,32,32,32,18,18,18
Germany,DEU,Thousand tonnes,,,116,98,56,,,,,,,38,38,38,32,32,32,18,18,18
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,80,70,46,,,,,,,26,26,26,23,23,23,15,15,15
Germany,DEU,Thousand tonnes,,,80,70,46,,,,,,,26,26,26,23,23,23,15,15,15
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,36,28,10,,,,,,,12,12,12,9,9,9,3,3,3
Germany,DEU,Thousand tonnes,,,36,28,10,,,,,,,12,12,12,9,9,9,3,3,3
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,10,8,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,2,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,7,5,,,,,,,,2,2,2,1,1,1,,,
Germany,DEU,Thousand tonnes,,,,2,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,,2,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,,2,1,,,,,,,,,,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,4,3,1,,,,,,,1,1,1,1,1,1,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,,,,,,,,3,3,3,2,2,2,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,10,8,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,2,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,7,5,,,,,,,,2,2,2,1,1,1,,,
Germany,DEU,Thousand tonnes,,,,2,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,,2,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,,2,1,,,,,,,,,,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,4,3,1,,,,,,,1,1,1,1,1,1,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,1,,,,,,,3,3,3,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,10,6,,,,,,,,3,3,3,2,2,2,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,4,7,5,,,,,,,1,1,1,2,2,2,1,1,1
Germany,DEU,Thousand tonnes,,,4,7,5,,,,,,,1,1,1,2,2,2,1,1,1
Germany,DEU,Thousand tonnes,,,3,5,3,,,,,,,1,1,1,1,1,1,1,1,1
Germany,DEU,Thousand tonnes,,,3,5,3,,,,,,,1,1,1,1,1,1,1,1,1
Germany,DEU,Thousand tonnes,,,1,2,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,1,2,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,1,2,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,1,2,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,3847,4201,4178,,,,,,,1282,1282,1282,1400,1400,1400,1392,1392,1392
Germany,DEU,Thousand tonnes,,,7,11,21,,,,,,,2,2,2,3,3,3,7,7,7
Germany,DEU,Thousand tonnes,,,187,222,224,,,,,,,62,62,62,74,74,74,74,74,74
Germany,DEU,Thousand tonnes,,,226,252,232,,,,,,,75,75,75,84,84,84,77,77,77
Germany,DEU,Thousand tonnes,,,187,222,224,,,,,,,62,62,62,74,74,74,74,74,74
Germany,DEU,Thousand tonnes,,,187,222,224,,,,,,,62,62,62,74,74,74,74,74,74
Germany,DEU,Thousand tonnes,,,403,448,418,,,,,,,134,134,134,149,149,149,139,139,139
Germany,DEU,Thousand tonnes,,,3654,3968,3934,,,,,,,1218,1218,1218,1322,1322,1322,1311,1311,1311
Germany,DEU,Thousand tonnes,,,3614,3938,3926,,,,,,,1204,1204,1204,1312,1312,1312,1308,1308,1308
Germany,DEU,Thousand tonnes,,,3654,3968,3934,,,,,,,1218,1218,1218,1322,1322,1322,1311,1311,1311
Germany,DEU,Thousand tonnes,,,3654,3968,3934,,,,,,,1218,1218,1218,1322,1322,1322,1311,1311,1311
Germany,DEU,Thousand tonnes,,,3438,3742,3739,,,,,,,1146,1146,1146,1247,1247,1247,1246,1246,1246
Germany,DEU,Thousand tonnes,,,1632,1853,1818,,,,,,,544,544,544,617,617,617,606,606,606
Germany,DEU,Thousand tonnes,,,7,3,2,,,,,,,2,2,2,1,1,1,0,0,0
Germany,DEU,Thousand tonnes,,,41,102,66,,,,,,,13,13,13,34,34,34,22,22,22
Germany,DEU,Thousand tonnes,,,71,125,67,,,,,,,23,23,23,41,41,41,22,22,22
Germany,DEU,Thousand tonnes,,,41,102,66,,,,,,,13,13,13,34,34,34,22,22,22
Germany,DEU,Thousand tonnes,,,41,102,66,,,,,,,13,13,13,34,34,34,22,22,22
Germany,DEU,Thousand tonnes,,,130,183,137,,,,,,,43,43,43,61,61,61,45,45,45
Germany,DEU,Thousand tonnes,,,1584,1747,1751,,,,,,,528,528,528,582,582,582,583,583,583
Germany,DEU,Thousand tonnes,,,1553,1724,1749,,,,,,,517,517,517,574,574,574,583,583,583
Germany,DEU,Thousand tonnes,,,1584,1747,1751,,,,,,,528,528,528,582,582,582,583,583,583
Germany,DEU,Thousand tonnes,,,1584,1747,1751,,,,,,,528,528,528,582,582,582,583,583,583
Germany,DEU,Thousand tonnes,,,1494,1666,1679,,,,,,,498,498,498,555,555,555,559,559,559
Germany,DEU,Thousand tonnes,,,2216,2348,2360,,,,,,,738,738,738,782,782,782,786,786,786
Germany,DEU,Thousand tonnes,,,0,7,19,,,,,,,0,0,0,2,2,2,6,6,6
Germany,DEU,Thousand tonnes,,,146,119,158,,,,,,,48,48,48,39,39,39,52,52,52
Germany,DEU,Thousand tonnes,,,155,127,165,,,,,,,51,51,51,42,42,42,55,55,55
Germany,DEU,Thousand tonnes,,,146,119,158,,,,,,,48,48,48,39,39,39,52,52,52
Germany,DEU,Thousand tonnes,,,146,119,158,,,,,,,48,48,48,39,39,39,52,52,52
Germany,DEU,Thousand tonnes,,,273,265,281,,,,,,,91,91,91,88,88,88,93,93,93
Germany,DEU,Thousand tonnes,,,2070,2221,2183,,,,,,,690,690,690,740,740,740,727,727,727
Germany,DEU,Thousand tonnes,,,2060,2214,2176,,,,,,,686,686,686,738,738,738,725,725,725
Germany,DEU,Thousand tonnes,,,2070,2221,2183,,,,,,,690,690,690,740,740,740,727,727,727
Germany,DEU,Thousand tonnes,,,2070,2221,2183,,,,,,,690,690,690,740,740,740,727,727,727
Germany,DEU,Thousand tonnes,,,1943,2076,2060,,,,,,,647,647,647,692,692,692,686,686,686
Germany,DEU,Thousand tonnes,,,27,30,26,,,,,,,9,9,9,10,10,10,8,8,8
Germany,DEU,Thousand tonnes,,,27,30,26,,,,,,,9,9,9,10,10,10,8,8,8
Germany,DEU,Thousand tonnes,,,27,30,26,,,,,,,9,9,9,10,10,10,8,8,8
Germany,DEU,Thousand tonnes,,,27,30,26,,,,,,,9,9,9,10,10,10,8,8,8
Germany,DEU,Thousand tonnes,,,27,30,26,,,,,,,9,9,9,10,10,10,8,8,8
Germany,DEU,Thousand tonnes,,,27,30,26,,,,,,,9,9,9,10,10,10,8,8,8
Germany,DEU,Thousand tonnes,,,5,5,6,,,,,,,1,1,1,1,1,1,2,2,2
Germany,DEU,Thousand tonnes,,,5,5,6,,,,,,,1,1,1,1,1,1,2,2,2
Germany,DEU,Thousand tonnes,,,5,5,6,,,,,,,1,1,1,1,1,1,2,2,2
Germany,DEU,Thousand tonnes,,,5,5,6,,,,,,,1,1,1,1,1,1,2,2,2
Germany,DEU,Thousand tonnes,,,5,5,6,,,,,,,1,1,1,1,1,1,2,2,2
Germany,DEU,Thousand tonnes,,,5,5,6,,,,,,,1,1,1,1,1,1,2,2,2
Germany,DEU,Thousand tonnes,,,22,25,20,,,,,,,7,7,7,8,8,8,6,6,6
Germany,DEU,Thousand tonnes,,,22,25,20,,,,,,,7,7,7,8,8,8,6,6,6
Germany,DEU,Thousand tonnes,,,22,25,20,,,,,,,7,7,7,8,8,8,6,6,6
Germany,DEU,Thousand tonnes,,,22,25,20,,,,,,,7,7,7,8,8,8,6,6,6
Germany,DEU,Thousand tonnes,,,22,25,20,,,,,,,7,7,7,8,8,8,6,6,6
Germany,DEU,Thousand tonnes,,,22,25,20,,,,,,,7,7,7,8,8,8,6,6,6
Germany,DEU,Thousand tonnes,,,13,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,,,0,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
