day,month,year,cases,deaths,country,countryCode,popData2018
30,5,2020,23,0,Albania,ALB,2866376.0
29,5,2020,26,0,Albania,ALB,2866376.0
28,5,2020,21,0,Albania,ALB,2866376.0
27,5,2020,25,1,Albania,ALB,2866376.0
26,5,2020,6,0,Albania,ALB,2866376.0
25,5,2020,9,1,Albania,ALB,2866376.0
24,5,2020,8,0,Albania,ALB,2866376.0
23,5,2020,12,0,Albania,ALB,2866376.0
22,5,2020,5,0,Albania,ALB,2866376.0
21,5,2020,15,0,Albania,ALB,2866376.0
20,5,2020,1,0,Albania,ALB,2866376.0
19,5,2020,2,0,Albania,ALB,2866376.0
18,5,2020,13,0,Albania,ALB,2866376.0
17,5,2020,17,0,Albania,ALB,2866376.0
16,5,2020,18,0,Albania,ALB,2866376.0
15,5,2020,18,0,Albania,ALB,2866376.0
14,5,2020,4,0,Albania,ALB,2866376.0
13,5,2020,4,0,Albania,ALB,2866376.0
12,5,2020,4,0,Albania,ALB,2866376.0
11,5,2020,12,0,Albania,ALB,2866376.0
10,5,2020,6,0,Albania,ALB,2866376.0
9,5,2020,8,0,Albania,ALB,2866376.0
8,5,2020,10,0,Albania,ALB,2866376.0
7,5,2020,12,0,Albania,ALB,2866376.0
6,5,2020,17,0,Albania,ALB,2866376.0
5,5,2020,8,0,Albania,ALB,2866376.0
4,5,2020,6,0,Albania,ALB,2866376.0
3,5,2020,7,0,Albania,ALB,2866376.0
2,5,2020,9,0,Albania,ALB,2866376.0
1,5,2020,7,0,Albania,ALB,2866376.0
30,4,2020,16,1,Albania,ALB,2866376.0
29,4,2020,14,2,Albania,ALB,2866376.0
28,4,2020,10,0,Albania,ALB,2866376.0
27,4,2020,14,1,Albania,ALB,2866376.0
26,4,2020,34,0,Albania,ALB,2866376.0
25,4,2020,15,0,Albania,ALB,2866376.0
24,4,2020,29,0,Albania,ALB,2866376.0
23,4,2020,25,1,Albania,ALB,2866376.0
22,4,2020,25,0,Albania,ALB,2866376.0
21,4,2020,22,0,Albania,ALB,2866376.0
20,4,2020,14,0,Albania,ALB,2866376.0
19,4,2020,9,0,Albania,ALB,2866376.0
18,4,2020,21,0,Albania,ALB,2866376.0
17,4,2020,24,1,Albania,ALB,2866376.0
16,4,2020,19,1,Albania,ALB,2866376.0
15,4,2020,8,1,Albania,ALB,2866376.0
14,4,2020,21,0,Albania,ALB,2866376.0
13,4,2020,13,0,Albania,ALB,2866376.0
12,4,2020,17,0,Albania,ALB,2866376.0
11,4,2020,7,0,Albania,ALB,2866376.0
10,4,2020,9,1,Albania,ALB,2866376.0
9,4,2020,17,0,Albania,ALB,2866376.0
8,4,2020,6,0,Albania,ALB,2866376.0
7,4,2020,16,1,Albania,ALB,2866376.0
6,4,2020,28,2,Albania,ALB,2866376.0
5,4,2020,29,2,Albania,ALB,2866376.0
4,4,2020,27,1,Albania,ALB,2866376.0
3,4,2020,18,1,Albania,ALB,2866376.0
2,4,2020,16,0,Albania,ALB,2866376.0
1,4,2020,20,3,Albania,ALB,2866376.0
31,3,2020,11,2,Albania,ALB,2866376.0
30,3,2020,15,0,Albania,ALB,2866376.0
29,3,2020,11,1,Albania,ALB,2866376.0
28,3,2020,12,3,Albania,ALB,2866376.0
27,3,2020,28,1,Albania,ALB,2866376.0
26,3,2020,23,0,Albania,ALB,2866376.0
25,3,2020,23,1,Albania,ALB,2866376.0
24,3,2020,11,2,Albania,ALB,2866376.0
23,3,2020,13,0,Albania,ALB,2866376.0
22,3,2020,6,0,Albania,ALB,2866376.0
21,3,2020,0,0,Albania,ALB,2866376.0
20,3,2020,11,0,Albania,ALB,2866376.0
19,3,2020,4,1,Albania,ALB,2866376.0
18,3,2020,4,0,Albania,ALB,2866376.0
17,3,2020,9,0,Albania,ALB,2866376.0
16,3,2020,4,0,Albania,ALB,2866376.0
15,3,2020,5,0,Albania,ALB,2866376.0
14,3,2020,10,0,Albania,ALB,2866376.0
13,3,2020,12,0,Albania,ALB,2866376.0
12,3,2020,1,1,Albania,ALB,2866376.0
11,3,2020,4,0,Albania,ALB,2866376.0
10,3,2020,4,0,Albania,ALB,2866376.0
9,3,2020,2,0,Albania,ALB,2866376.0
30,5,2020,1,0,Andorra,AND,77006.0
29,5,2020,0,0,Andorra,AND,77006.0
28,5,2020,0,0,Andorra,AND,77006.0
27,5,2020,0,0,Andorra,AND,77006.0
26,5,2020,0,0,Andorra,AND,77006.0
25,5,2020,1,0,Andorra,AND,77006.0
24,5,2020,0,0,Andorra,AND,77006.0
23,5,2020,0,0,Andorra,AND,77006.0
22,5,2020,0,0,Andorra,AND,77006.0
21,5,2020,1,0,Andorra,AND,77006.0
20,5,2020,0,0,Andorra,AND,77006.0
19,5,2020,0,0,Andorra,AND,77006.0
18,5,2020,0,0,Andorra,AND,77006.0
17,5,2020,0,2,Andorra,AND,77006.0
16,5,2020,0,0,Andorra,AND,77006.0
15,5,2020,1,0,Andorra,AND,77006.0
14,5,2020,2,1,Andorra,AND,77006.0
13,5,2020,2,0,Andorra,AND,77006.0
12,5,2020,1,0,Andorra,AND,77006.0
11,5,2020,1,0,Andorra,AND,77006.0
10,5,2020,2,1,Andorra,AND,77006.0
9,5,2020,0,0,Andorra,AND,77006.0
8,5,2020,1,1,Andorra,AND,77006.0
7,5,2020,0,0,Andorra,AND,77006.0
6,5,2020,1,1,Andorra,AND,77006.0
5,5,2020,2,0,Andorra,AND,77006.0
4,5,2020,1,1,Andorra,AND,77006.0
3,5,2020,1,1,Andorra,AND,77006.0
2,5,2020,1,1,Andorra,AND,77006.0
1,5,2020,2,0,Andorra,AND,77006.0
30,4,2020,0,1,Andorra,AND,77006.0
29,4,2020,0,1,Andorra,AND,77006.0
28,4,2020,3,0,Andorra,AND,77006.0
27,4,2020,7,0,Andorra,AND,77006.0
26,4,2020,2,0,Andorra,AND,77006.0
25,4,2020,7,3,Andorra,AND,77006.0
24,4,2020,1,0,Andorra,AND,77006.0
23,4,2020,6,0,Andorra,AND,77006.0
22,4,2020,0,1,Andorra,AND,77006.0
21,4,2020,4,0,Andorra,AND,77006.0
20,4,2020,9,1,Andorra,AND,77006.0
19,4,2020,8,0,Andorra,AND,77006.0
18,4,2020,14,2,Andorra,AND,77006.0
17,4,2020,9,0,Andorra,AND,77006.0
16,4,2020,14,2,Andorra,AND,77006.0
15,4,2020,13,2,Andorra,AND,77006.0
14,4,2020,8,0,Andorra,AND,77006.0
13,4,2020,16,1,Andorra,AND,77006.0
12,4,2020,21,2,Andorra,AND,77006.0
11,4,2020,18,1,Andorra,AND,77006.0
10,4,2020,19,2,Andorra,AND,77006.0
9,4,2020,19,1,Andorra,AND,77006.0
8,4,2020,19,1,Andorra,AND,77006.0
7,4,2020,25,3,Andorra,AND,77006.0
6,4,2020,35,1,Andorra,AND,77006.0
5,4,2020,27,1,Andorra,AND,77006.0
4,4,2020,11,1,Andorra,AND,77006.0
3,4,2020,38,1,Andorra,AND,77006.0
2,4,2020,14,2,Andorra,AND,77006.0
1,4,2020,6,4,Andorra,AND,77006.0
31,3,2020,36,2,Andorra,AND,77006.0
30,3,2020,26,2,Andorra,AND,77006.0
29,3,2020,41,1,Andorra,AND,77006.0
28,3,2020,43,0,Andorra,AND,77006.0
27,3,2020,36,3,Andorra,AND,77006.0
26,3,2020,24,0,Andorra,AND,77006.0
25,3,2020,31,0,Andorra,AND,77006.0
24,3,2020,20,0,Andorra,AND,77006.0
23,3,2020,25,0,Andorra,AND,77006.0
22,3,2020,13,0,Andorra,AND,77006.0
21,3,2020,0,0,Andorra,AND,77006.0
20,3,2020,22,0,Andorra,AND,77006.0
19,3,2020,39,0,Andorra,AND,77006.0
18,3,2020,0,0,Andorra,AND,77006.0
17,3,2020,9,0,Andorra,AND,77006.0
16,3,2020,3,0,Andorra,AND,77006.0
14,3,2020,1,0,Andorra,AND,77006.0
3,3,2020,1,0,Andorra,AND,77006.0
30,5,2020,460,7,Armenia,ARM,2951776.0
29,5,2020,442,15,Armenia,ARM,2951776.0
28,5,2020,372,7,Armenia,ARM,2951776.0
27,5,2020,289,4,Armenia,ARM,2951776.0
26,5,2020,452,6,Armenia,ARM,2951776.0
25,5,2020,359,4,Armenia,ARM,2951776.0
24,5,2020,374,3,Armenia,ARM,2951776.0
23,5,2020,322,4,Armenia,ARM,2951776.0
22,5,2020,335,3,Armenia,ARM,2951776.0
21,5,2020,230,3,Armenia,ARM,2951776.0
20,5,2020,218,3,Armenia,ARM,2951776.0
19,5,2020,351,1,Armenia,ARM,2951776.0
18,5,2020,189,5,Armenia,ARM,2951776.0
17,5,2020,239,3,Armenia,ARM,2951776.0
16,5,2020,184,3,Armenia,ARM,2951776.0
15,5,2020,142,1,Armenia,ARM,2951776.0
14,5,2020,180,1,Armenia,ARM,2951776.0
13,5,2020,146,1,Armenia,ARM,2951776.0
12,5,2020,79,1,Armenia,ARM,2951776.0
11,5,2020,138,1,Armenia,ARM,2951776.0
10,5,2020,146,1,Armenia,ARM,2951776.0
9,5,2020,145,1,Armenia,ARM,2951776.0
8,5,2020,102,2,Armenia,ARM,2951776.0
7,5,2020,163,0,Armenia,ARM,2951776.0
6,5,2020,112,1,Armenia,ARM,2951776.0
5,5,2020,121,4,Armenia,ARM,2951776.0
4,5,2020,113,2,Armenia,ARM,2951776.0
3,5,2020,125,0,Armenia,ARM,2951776.0
2,5,2020,82,1,Armenia,ARM,2951776.0
1,5,2020,134,2,Armenia,ARM,2951776.0
30,4,2020,0,0,Armenia,ARM,2951776.0
29,4,2020,65,0,Armenia,ARM,2951776.0
28,4,2020,59,1,Armenia,ARM,2951776.0
27,4,2020,62,1,Armenia,ARM,2951776.0
26,4,2020,69,0,Armenia,ARM,2951776.0
25,4,2020,81,1,Armenia,ARM,2951776.0
24,4,2020,73,3,Armenia,ARM,2951776.0
23,4,2020,50,0,Armenia,ARM,2951776.0
22,4,2020,72,0,Armenia,ARM,2951776.0
21,4,2020,62,2,Armenia,ARM,2951776.0
20,4,2020,48,2,Armenia,ARM,2951776.0
19,4,2020,43,0,Armenia,ARM,2951776.0
18,4,2020,47,1,Armenia,ARM,2951776.0
17,4,2020,42,1,Armenia,ARM,2951776.0
16,4,2020,48,1,Armenia,ARM,2951776.0
15,4,2020,72,3,Armenia,ARM,2951776.0
14,4,2020,26,1,Armenia,ARM,2951776.0
13,4,2020,46,0,Armenia,ARM,2951776.0
12,4,2020,30,2,Armenia,ARM,2951776.0
11,4,2020,16,1,Armenia,ARM,2951776.0
10,4,2020,40,1,Armenia,ARM,2951776.0
9,4,2020,28,1,Armenia,ARM,2951776.0
8,4,2020,20,0,Armenia,ARM,2951776.0
7,4,2020,11,1,Armenia,ARM,2951776.0
6,4,2020,52,0,Armenia,ARM,2951776.0
5,4,2020,34,0,Armenia,ARM,2951776.0
4,4,2020,73,3,Armenia,ARM,2951776.0
3,4,2020,92,1,Armenia,ARM,2951776.0
2,4,2020,39,0,Armenia,ARM,2951776.0
1,4,2020,50,0,Armenia,ARM,2951776.0
31,3,2020,58,0,Armenia,ARM,2951776.0
30,3,2020,0,0,Armenia,ARM,2951776.0
29,3,2020,52,2,Armenia,ARM,2951776.0
28,3,2020,43,0,Armenia,ARM,2951776.0
27,3,2020,39,1,Armenia,ARM,2951776.0
26,3,2020,25,0,Armenia,ARM,2951776.0
25,3,2020,71,0,Armenia,ARM,2951776.0
24,3,2020,4,0,Armenia,ARM,2951776.0
23,3,2020,30,0,Armenia,ARM,2951776.0
22,3,2020,24,0,Armenia,ARM,2951776.0
21,3,2020,14,0,Armenia,ARM,2951776.0
20,3,2020,7,0,Armenia,ARM,2951776.0
19,3,2020,37,0,Armenia,ARM,2951776.0
18,3,2020,26,0,Armenia,ARM,2951776.0
17,3,2020,22,0,Armenia,ARM,2951776.0
16,3,2020,10,0,Armenia,ARM,2951776.0
15,3,2020,7,0,Armenia,ARM,2951776.0
14,3,2020,7,0,Armenia,ARM,2951776.0
13,3,2020,2,0,Armenia,ARM,2951776.0
12,3,2020,3,0,Armenia,ARM,2951776.0
2,3,2020,0,0,Armenia,ARM,2951776.0
1,3,2020,1,0,Armenia,ARM,2951776.0
29,2,2020,0,0,Armenia,ARM,2951776.0
28,2,2020,0,0,Armenia,ARM,2951776.0
27,2,2020,0,0,Armenia,ARM,2951776.0
26,2,2020,0,0,Armenia,ARM,2951776.0
25,2,2020,0,0,Armenia,ARM,2951776.0
24,2,2020,0,0,Armenia,ARM,2951776.0
23,2,2020,0,0,Armenia,ARM,2951776.0
22,2,2020,0,0,Armenia,ARM,2951776.0
21,2,2020,0,0,Armenia,ARM,2951776.0
20,2,2020,0,0,Armenia,ARM,2951776.0
19,2,2020,0,0,Armenia,ARM,2951776.0
18,2,2020,0,0,Armenia,ARM,2951776.0
17,2,2020,0,0,Armenia,ARM,2951776.0
16,2,2020,0,0,Armenia,ARM,2951776.0
15,2,2020,0,0,Armenia,ARM,2951776.0
14,2,2020,0,0,Armenia,ARM,2951776.0
13,2,2020,0,0,Armenia,ARM,2951776.0
12,2,2020,0,0,Armenia,ARM,2951776.0
11,2,2020,0,0,Armenia,ARM,2951776.0
10,2,2020,0,0,Armenia,ARM,2951776.0
9,2,2020,0,0,Armenia,ARM,2951776.0
8,2,2020,0,0,Armenia,ARM,2951776.0
7,2,2020,0,0,Armenia,ARM,2951776.0
6,2,2020,0,0,Armenia,ARM,2951776.0
5,2,2020,0,0,Armenia,ARM,2951776.0
4,2,2020,0,0,Armenia,ARM,2951776.0
3,2,2020,0,0,Armenia,ARM,2951776.0
2,2,2020,0,0,Armenia,ARM,2951776.0
1,2,2020,0,0,Armenia,ARM,2951776.0
31,1,2020,0,0,Armenia,ARM,2951776.0
30,1,2020,0,0,Armenia,ARM,2951776.0
29,1,2020,0,0,Armenia,ARM,2951776.0
28,1,2020,0,0,Armenia,ARM,2951776.0
27,1,2020,0,0,Armenia,ARM,2951776.0
26,1,2020,0,0,Armenia,ARM,2951776.0
25,1,2020,0,0,Armenia,ARM,2951776.0
24,1,2020,0,0,Armenia,ARM,2951776.0
23,1,2020,0,0,Armenia,ARM,2951776.0
22,1,2020,0,0,Armenia,ARM,2951776.0
21,1,2020,0,0,Armenia,ARM,2951776.0
20,1,2020,0,0,Armenia,ARM,2951776.0
19,1,2020,0,0,Armenia,ARM,2951776.0
18,1,2020,0,0,Armenia,ARM,2951776.0
17,1,2020,0,0,Armenia,ARM,2951776.0
16,1,2020,0,0,Armenia,ARM,2951776.0
15,1,2020,0,0,Armenia,ARM,2951776.0
14,1,2020,0,0,Armenia,ARM,2951776.0
13,1,2020,0,0,Armenia,ARM,2951776.0
12,1,2020,0,0,Armenia,ARM,2951776.0
11,1,2020,0,0,Armenia,ARM,2951776.0
10,1,2020,0,0,Armenia,ARM,2951776.0
9,1,2020,0,0,Armenia,ARM,2951776.0
8,1,2020,0,0,Armenia,ARM,2951776.0
7,1,2020,0,0,Armenia,ARM,2951776.0
6,1,2020,0,0,Armenia,ARM,2951776.0
5,1,2020,0,0,Armenia,ARM,2951776.0
4,1,2020,0,0,Armenia,ARM,2951776.0
3,1,2020,0,0,Armenia,ARM,2951776.0
2,1,2020,0,0,Armenia,ARM,2951776.0
1,1,2020,0,0,Armenia,ARM,2951776.0
31,12,2019,0,0,Armenia,ARM,2951776.0
30,5,2020,51,0,Austria,AUT,8847037.0
29,5,2020,28,23,Austria,AUT,8847037.0
28,5,2020,18,2,Austria,AUT,8847037.0
27,5,2020,38,2,Austria,AUT,8847037.0
26,5,2020,20,1,Austria,AUT,8847037.0
25,5,2020,32,1,Austria,AUT,8847037.0
24,5,2020,46,4,Austria,AUT,8847037.0
23,5,2020,29,2,Austria,AUT,8847037.0
22,5,2020,57,0,Austria,AUT,8847037.0
21,5,2020,18,1,Austria,AUT,8847037.0
20,5,2020,78,3,Austria,AUT,8847037.0
19,5,2020,25,0,Austria,AUT,8847037.0
18,5,2020,14,1,Austria,AUT,8847037.0
17,5,2020,72,0,Austria,AUT,8847037.0
16,5,2020,63,2,Austria,AUT,8847037.0
15,5,2020,41,2,Austria,AUT,8847037.0
14,5,2020,54,1,Austria,AUT,8847037.0
13,5,2020,36,3,Austria,AUT,8847037.0
12,5,2020,87,2,Austria,AUT,8847037.0
11,5,2020,10,3,Austria,AUT,8847037.0
10,5,2020,42,1,Austria,AUT,8847037.0
9,5,2020,62,5,Austria,AUT,8847037.0
8,5,2020,22,1,Austria,AUT,8847037.0
7,5,2020,65,2,Austria,AUT,8847037.0
6,5,2020,17,6,Austria,AUT,8847037.0
5,5,2020,31,2,Austria,AUT,8847037.0
4,5,2020,68,2,Austria,AUT,8847037.0
3,5,2020,12,7,Austria,AUT,8847037.0
2,5,2020,34,5,Austria,AUT,8847037.0
1,5,2020,60,4,Austria,AUT,8847037.0
30,4,2020,50,11,Austria,AUT,8847037.0
29,4,2020,58,20,Austria,AUT,8847037.0
28,4,2020,67,7,Austria,AUT,8847037.0
27,4,2020,55,6,Austria,AUT,8847037.0
26,4,2020,66,23,Austria,AUT,8847037.0
25,4,2020,83,5,Austria,AUT,8847037.0
24,4,2020,61,14,Austria,AUT,8847037.0
23,4,2020,91,31,Austria,AUT,8847037.0
22,4,2020,50,1,Austria,AUT,8847037.0
21,4,2020,73,10,Austria,AUT,8847037.0
20,4,2020,48,9,Austria,AUT,8847037.0
19,4,2020,59,12,Austria,AUT,8847037.0
18,4,2020,155,21,Austria,AUT,8847037.0
17,4,2020,78,17,Austria,AUT,8847037.0
16,4,2020,136,9,Austria,AUT,8847037.0
15,4,2020,191,16,Austria,AUT,8847037.0
14,4,2020,106,18,Austria,AUT,8847037.0
13,4,2020,130,13,Austria,AUT,8847037.0
12,4,2020,247,18,Austria,AUT,8847037.0
11,4,2020,312,24,Austria,AUT,8847037.0
10,4,2020,279,22,Austria,AUT,8847037.0
9,4,2020,329,30,Austria,AUT,8847037.0
8,4,2020,343,23,Austria,AUT,8847037.0
7,4,2020,314,16,Austria,AUT,8847037.0
6,4,2020,217,18,Austria,AUT,8847037.0
5,4,2020,241,18,Austria,AUT,8847037.0
4,4,2020,396,10,Austria,AUT,8847037.0
3,4,2020,418,12,Austria,AUT,8847037.0
2,4,2020,529,18,Austria,AUT,8847037.0
1,4,2020,564,20,Austria,AUT,8847037.0
31,3,2020,805,22,Austria,AUT,8847037.0
30,3,2020,522,18,Austria,AUT,8847037.0
29,3,2020,594,0,Austria,AUT,8847037.0
28,3,2020,668,16,Austria,AUT,8847037.0
27,3,2020,1141,18,Austria,AUT,8847037.0
26,3,2020,606,4,Austria,AUT,8847037.0
25,3,2020,796,5,Austria,AUT,8847037.0
24,3,2020,855,9,Austria,AUT,8847037.0
23,3,2020,607,8,Austria,AUT,8847037.0
22,3,2020,375,2,Austria,AUT,8847037.0
21,3,2020,453,0,Austria,AUT,8847037.0
20,3,2020,550,2,Austria,AUT,8847037.0
19,3,2020,314,1,Austria,AUT,8847037.0
18,3,2020,316,0,Austria,AUT,8847037.0
17,3,2020,156,2,Austria,AUT,8847037.0
16,3,2020,205,0,Austria,AUT,8847037.0
15,3,2020,151,0,Austria,AUT,8847037.0
14,3,2020,143,0,Austria,AUT,8847037.0
13,3,2020,115,1,Austria,AUT,8847037.0
12,3,2020,64,0,Austria,AUT,8847037.0
11,3,2020,51,0,Austria,AUT,8847037.0
10,3,2020,29,0,Austria,AUT,8847037.0
9,3,2020,3,0,Austria,AUT,8847037.0
8,3,2020,25,0,Austria,AUT,8847037.0
7,3,2020,33,0,Austria,AUT,8847037.0
6,3,2020,12,0,Austria,AUT,8847037.0
5,3,2020,5,0,Austria,AUT,8847037.0
4,3,2020,6,0,Austria,AUT,8847037.0
3,3,2020,4,0,Austria,AUT,8847037.0
2,3,2020,4,0,Austria,AUT,8847037.0
1,3,2020,3,0,Austria,AUT,8847037.0
29,2,2020,2,0,Austria,AUT,8847037.0
28,2,2020,3,0,Austria,AUT,8847037.0
27,2,2020,0,0,Austria,AUT,8847037.0
26,2,2020,2,0,Austria,AUT,8847037.0
25,2,2020,0,0,Austria,AUT,8847037.0
24,2,2020,0,0,Austria,AUT,8847037.0
23,2,2020,0,0,Austria,AUT,8847037.0
22,2,2020,0,0,Austria,AUT,8847037.0
21,2,2020,0,0,Austria,AUT,8847037.0
20,2,2020,0,0,Austria,AUT,8847037.0
19,2,2020,0,0,Austria,AUT,8847037.0
18,2,2020,0,0,Austria,AUT,8847037.0
17,2,2020,0,0,Austria,AUT,8847037.0
16,2,2020,0,0,Austria,AUT,8847037.0
15,2,2020,0,0,Austria,AUT,8847037.0
14,2,2020,0,0,Austria,AUT,8847037.0
13,2,2020,0,0,Austria,AUT,8847037.0
12,2,2020,0,0,Austria,AUT,8847037.0
11,2,2020,0,0,Austria,AUT,8847037.0
10,2,2020,0,0,Austria,AUT,8847037.0
9,2,2020,0,0,Austria,AUT,8847037.0
8,2,2020,0,0,Austria,AUT,8847037.0
7,2,2020,0,0,Austria,AUT,8847037.0
6,2,2020,0,0,Austria,AUT,8847037.0
5,2,2020,0,0,Austria,AUT,8847037.0
4,2,2020,0,0,Austria,AUT,8847037.0
3,2,2020,0,0,Austria,AUT,8847037.0
2,2,2020,0,0,Austria,AUT,8847037.0
1,2,2020,0,0,Austria,AUT,8847037.0
31,1,2020,0,0,Austria,AUT,8847037.0
30,1,2020,0,0,Austria,AUT,8847037.0
29,1,2020,0,0,Austria,AUT,8847037.0
28,1,2020,0,0,Austria,AUT,8847037.0
27,1,2020,0,0,Austria,AUT,8847037.0
26,1,2020,0,0,Austria,AUT,8847037.0
25,1,2020,0,0,Austria,AUT,8847037.0
24,1,2020,0,0,Austria,AUT,8847037.0
23,1,2020,0,0,Austria,AUT,8847037.0
22,1,2020,0,0,Austria,AUT,8847037.0
21,1,2020,0,0,Austria,AUT,8847037.0
20,1,2020,0,0,Austria,AUT,8847037.0
19,1,2020,0,0,Austria,AUT,8847037.0
18,1,2020,0,0,Austria,AUT,8847037.0
17,1,2020,0,0,Austria,AUT,8847037.0
16,1,2020,0,0,Austria,AUT,8847037.0
15,1,2020,0,0,Austria,AUT,8847037.0
14,1,2020,0,0,Austria,AUT,8847037.0
13,1,2020,0,0,Austria,AUT,8847037.0
12,1,2020,0,0,Austria,AUT,8847037.0
11,1,2020,0,0,Austria,AUT,8847037.0
10,1,2020,0,0,Austria,AUT,8847037.0
9,1,2020,0,0,Austria,AUT,8847037.0
8,1,2020,0,0,Austria,AUT,8847037.0
7,1,2020,0,0,Austria,AUT,8847037.0
6,1,2020,0,0,Austria,AUT,8847037.0
5,1,2020,0,0,Austria,AUT,8847037.0
4,1,2020,0,0,Austria,AUT,8847037.0
3,1,2020,0,0,Austria,AUT,8847037.0
2,1,2020,0,0,Austria,AUT,8847037.0
1,1,2020,0,0,Austria,AUT,8847037.0
31,12,2019,0,0,Austria,AUT,8847037.0
30,5,2020,230,2,Azerbaijan,AZE,9942334.0
29,5,2020,191,2,Azerbaijan,AZE,9942334.0
28,5,2020,165,2,Azerbaijan,AZE,9942334.0
27,5,2020,132,1,Azerbaijan,AZE,9942334.0
26,5,2020,149,2,Azerbaijan,AZE,9942334.0
25,5,2020,140,0,Azerbaijan,AZE,9942334.0
24,5,2020,127,3,Azerbaijan,AZE,9942334.0
23,5,2020,106,2,Azerbaijan,AZE,9942334.0
22,5,2020,118,1,Azerbaijan,AZE,9942334.0
21,5,2020,113,2,Azerbaijan,AZE,9942334.0
20,5,2020,231,1,Azerbaijan,AZE,9942334.0
19,5,2020,13,1,Azerbaijan,AZE,9942334.0
18,5,2020,136,3,Azerbaijan,AZE,9942334.0
17,5,2020,158,0,Azerbaijan,AZE,9942334.0
16,5,2020,101,1,Azerbaijan,AZE,9942334.0
15,5,2020,121,0,Azerbaijan,AZE,9942334.0
14,5,2020,65,2,Azerbaijan,AZE,9942334.0
13,5,2020,104,1,Azerbaijan,AZE,9942334.0
12,5,2020,70,0,Azerbaijan,AZE,9942334.0
11,5,2020,97,1,Azerbaijan,AZE,9942334.0
10,5,2020,143,3,Azerbaijan,AZE,9942334.0
9,5,2020,75,0,Azerbaijan,AZE,9942334.0
8,5,2020,77,0,Azerbaijan,AZE,9942334.0
7,5,2020,67,2,Azerbaijan,AZE,9942334.0
6,5,2020,76,0,Azerbaijan,AZE,9942334.0
5,5,2020,52,1,Azerbaijan,AZE,9942334.0
4,5,2020,38,0,Azerbaijan,AZE,9942334.0
3,5,2020,40,0,Azerbaijan,AZE,9942334.0
2,5,2020,50,1,Azerbaijan,AZE,9942334.0
1,5,2020,38,1,Azerbaijan,AZE,9942334.0
30,4,2020,49,1,Azerbaijan,AZE,9942334.0
29,4,2020,39,0,Azerbaijan,AZE,9942334.0
28,4,2020,33,1,Azerbaijan,AZE,9942334.0
27,4,2020,28,0,Azerbaijan,AZE,9942334.0
26,4,2020,25,0,Azerbaijan,AZE,9942334.0
25,4,2020,44,1,Azerbaijan,AZE,9942334.0
24,4,2020,30,0,Azerbaijan,AZE,9942334.0
23,4,2020,38,0,Azerbaijan,AZE,9942334.0
22,4,2020,44,1,Azerbaijan,AZE,9942334.0
21,4,2020,38,0,Azerbaijan,AZE,9942334.0
20,4,2020,25,1,Azerbaijan,AZE,9942334.0
19,4,2020,33,3,Azerbaijan,AZE,9942334.0
18,4,2020,57,0,Azerbaijan,AZE,9942334.0
17,4,2020,30,2,Azerbaijan,AZE,9942334.0
16,4,2020,56,0,Azerbaijan,AZE,9942334.0
15,4,2020,49,1,Azerbaijan,AZE,9942334.0
14,4,2020,50,1,Azerbaijan,AZE,9942334.0
13,4,2020,40,0,Azerbaijan,AZE,9942334.0
12,4,2020,67,1,Azerbaijan,AZE,9942334.0
11,4,2020,65,1,Azerbaijan,AZE,9942334.0
10,4,2020,104,1,Azerbaijan,AZE,9942334.0
9,4,2020,105,0,Azerbaijan,AZE,9942334.0
8,4,2020,76,1,Azerbaijan,AZE,9942334.0
7,4,2020,57,0,Azerbaijan,AZE,9942334.0
6,4,2020,63,2,Azerbaijan,AZE,9942334.0
5,4,2020,78,0,Azerbaijan,AZE,9942334.0
4,4,2020,43,0,Azerbaijan,AZE,9942334.0
3,4,2020,41,0,Azerbaijan,AZE,9942334.0
2,4,2020,61,0,Azerbaijan,AZE,9942334.0
1,4,2020,25,1,Azerbaijan,AZE,9942334.0
31,3,2020,64,0,Azerbaijan,AZE,9942334.0
30,3,2020,27,0,Azerbaijan,AZE,9942334.0
29,3,2020,17,1,Azerbaijan,AZE,9942334.0
28,3,2020,43,0,Azerbaijan,AZE,9942334.0
27,3,2020,29,1,Azerbaijan,AZE,9942334.0
26,3,2020,6,1,Azerbaijan,AZE,9942334.0
25,3,2020,15,0,Azerbaijan,AZE,9942334.0
24,3,2020,7,0,Azerbaijan,AZE,9942334.0
23,3,2020,12,0,Azerbaijan,AZE,9942334.0
22,3,2020,9,0,Azerbaijan,AZE,9942334.0
21,3,2020,0,1,Azerbaijan,AZE,9942334.0
20,3,2020,10,0,Azerbaijan,AZE,9942334.0
19,3,2020,6,0,Azerbaijan,AZE,9942334.0
18,3,2020,9,0,Azerbaijan,AZE,9942334.0
17,3,2020,0,0,Azerbaijan,AZE,9942334.0
16,3,2020,0,0,Azerbaijan,AZE,9942334.0
15,3,2020,6,0,Azerbaijan,AZE,9942334.0
13,3,2020,0,0,Azerbaijan,AZE,9942334.0
12,3,2020,2,0,Azerbaijan,AZE,9942334.0
11,3,2020,2,0,Azerbaijan,AZE,9942334.0
7,3,2020,3,0,Azerbaijan,AZE,9942334.0
6,3,2020,3,0,Azerbaijan,AZE,9942334.0
2,3,2020,2,0,Azerbaijan,AZE,9942334.0
1,3,2020,0,0,Azerbaijan,AZE,9942334.0
29,2,2020,1,0,Azerbaijan,AZE,9942334.0
28,2,2020,0,0,Azerbaijan,AZE,9942334.0
