lat,long,date,time,CO_total
54.483959999999996,66.70508000000001,20200101,55215,2.017233e+18
54.639619999999994,65.71825,20200101,55216,2.376501e+18
54.70301,65.25378,20200101,55216,2.171489e+18
55.223259999999996,62.683609999999994,20200101,55216,1.541001e+18
55.056909999999995,62.609469999999995,20200101,55216,1.657247e+18
55.179840000000006,62.9889,20200101,55216,1.664049e+18
55.15876,61.73866999999999,20200101,55217,1.519887e+18
55.11681,62.06573,20200101,55217,1.68909e+18
55.28633000000001,62.134980000000006,20200101,55217,1.661701e+18
55.43702,60.88089,20200101,55217,1.728942e+18
55.26008,60.809830000000005,20200101,55217,1.77428e+18
55.21816999999999,61.16024,20200101,55217,1.686838e+18
55.3931,61.2277,20200101,55217,1.913028e+18
56.05902,53.48526999999999,20200101,55218,1.803426e+18
53.99426999999999,67.70534,20200101,55223,2.25485e+18
53.95831,66.91419,20200101,55223,2.135633e+18
53.91085,67.17347,20200101,55223,2.195074e+18
54.86486,61.624230000000004,20200101,55225,1.665984e+18
54.693659999999994,61.55281,20200101,55225,2.323965e+18
54.82154,61.94424,20200101,55225,1.800067e+18
54.97298000000001,60.7049,20200101,55225,1.724248e+18
55.529419999999995,54.518130000000006,20200101,55226,1.91993e+18
54.43178,59.483290000000004,20200101,55233,2.05339e+18
54.813230000000004,50.362759999999994,20200101,55242,1.982592e+18
53.96074,53.090109999999996,20200101,55250,1.942886e+18
54.35035,50.3082,20200101,55250,2.042368e+18
53.88734,50.25311,20200101,55258,1.939529e+18
53.616580000000006,50.21123,20200101,55258,2.181272e+18
51.247679999999995,66.27929,20200101,55311,2.17744e+18
51.093779999999995,66.20177,20200101,55311,2.286668e+18
51.04655,66.44673,20200101,55311,2.140459e+18
51.1592,65.78302,20200101,55311,2.295066e+18
51.313320000000004,65.85609000000001,20200101,55311,1.936237e+18
52.60446999999999,52.16408,20200101,55314,2.171149e+18
50.89751,65.3985,20200101,55319,2.331101e+18
50.85272,65.63841,20200101,55319,2.234717e+18
50.21475,66.49557,20200101,55327,2.234916e+18
49.714490000000005,53.28933000000001,20200101,55402,1.898009e+18
49.717690000000005,49.7299,20200101,55410,1.794999e+18
49.447359999999996,49.68625,20200101,55410,1.72561e+18
47.628809999999994,64.19844,20200101,55415,2.437746e+18
49.25515,49.6727,20200101,55418,1.663172e+18
48.94615,50.38252,20200101,55418,1.96395e+18
45.98411,69.96806,20200101,55421,2.040511e+18
45.804429999999996,69.87088,20200101,55421,1.942024e+18
46.1726,69.14045,20200101,55421,2.319358e+18
45.99902,69.0493,20200101,55421,2.255259e+18
45.92501,69.34431,20200101,55421,2.304642e+18
46.10132,69.4339,20200101,55421,2.130879e+18
46.55083,66.45469,20200101,55422,2.358772e+18
46.95078,65.2441,20200101,55423,2.27698e+18
48.37808,52.06057,20200101,55426,1.81165e+18
45.53102,69.7312,20200101,55429,2.04498e+18
45.35116,69.63551,20200101,55429,2.050022e+18
45.2686,69.95241999999999,20200101,55429,2.048889e+18
45.7179,68.90948,20200101,55429,2.23998e+18
45.54416,68.81971999999999,20200101,55429,1.939714e+18
45.64717,69.20076999999999,20200101,55429,2.001416e+18
45.88449,68.14461999999999,20200101,55430,2.080278e+18
45.715790000000005,68.05989,20200101,55430,2.160485e+18
45.64953,68.3338,20200101,55430,2.243274e+18
45.8205,68.41689000000001,20200101,55430,2.147795e+18
46.03641,67.42714000000001,20200101,55430,2.20527e+18
45.871829999999996,67.34668,20200101,55430,2.253648e+18
45.81134,67.60569,20200101,55430,2.215699e+18
45.97781,67.68444000000001,20200101,55430,2.219672e+18
46.17306,66.73656,20200101,55430,2.256761e+18
46.01181,66.65983,20200101,55430,2.34296e+18
46.118809999999996,66.98201999999999,20200101,55430,2.392006e+18
46.09377,66.2458,20200101,55430,2.0588e+18
46.26703,65.37248000000001,20200101,55431,1.85487e+18
46.3759,65.67309,20200101,55431,2.184369e+18
46.382290000000005,64.74583,20200101,55431,2.283275e+18
46.33602,64.97296999999999,20200101,55431,2.017681e+18
46.49217,65.03941,20200101,55431,2.193972e+18
46.643359999999994,64.20356,20200101,55431,2.11848e+18
48.278240000000004,50.28329,20200101,55434,1.792225e+18
45.07739,69.4978,20200101,55437,1.986003e+18
44.89736,69.40356,20200101,55437,2.008781e+18
44.9987,69.81098,20200101,55437,1.982971e+18
45.01589,68.88446,20200101,55437,2.166401e+18
45.428,67.92291999999999,20200101,55438,2.062528e+18
45.259159999999994,67.83945,20200101,55438,1.885909e+18
45.36448,68.19317,20200101,55438,1.969031e+18
45.57802,67.20817,20200101,55438,2.125041e+18
45.35327,67.38595,20200101,55438,1.925112e+18
45.51984,67.46349000000001,20200101,55438,1.934464e+18
45.71557,66.52749,20200101,55438,2.183544e+18
45.55422,66.45187,20200101,55438,1.970712e+18
45.49879,66.69726,20200101,55438,2.052015e+18
45.6617,66.77111,20200101,55438,2.133128e+18
45.8427,65.87425999999999,20200101,55438,1.971836e+18
45.68394,65.80176999999999,20200101,55438,2.057845e+18
45.63231,66.03823,20200101,55438,2.013127e+18
45.79231,66.1089,20200101,55438,2.132385e+18
45.96261,65.24191,20200101,55439,1.851862e+18
45.80579,65.17211999999999,20200101,55439,2.092105e+18
45.75725,65.402,20200101,55439,1.967834e+18
46.0742,64.62228,20200101,55439,2.026658e+18
45.91868,64.55485,20200101,55439,2.075765e+18
45.872659999999996,64.78021,20200101,55439,1.972331e+18
46.0289,64.8457,20200101,55439,1.993525e+18
46.18124,64.01275,20200101,55439,2.009916e+18
45.982459999999996,64.17012,20200101,55439,2.123488e+18
46.13776,64.2335,20200101,55439,2.041839e+18
46.82489,59.82945,20200101,55440,2.202886e+18
47.688140000000004,51.9365,20200101,55442,1.691755e+18
44.97119,67.70453,20200101,55446,2.153229e+18
44.80222,67.6223,20200101,55446,2.092481e+18
44.73688,67.89224,20200101,55446,2.134802e+18
44.908120000000004,67.97282,20200101,55446,1.953859e+18
45.11996,66.99511,20200101,55446,2.034163e+18
44.95516,66.91703000000001,20200101,55446,2.019062e+18
44.8955,67.17215999999999,20200101,55446,2.066494e+18
45.06219,67.24854,20200101,55446,2.144231e+18
45.256409999999995,66.3195,20200101,55446,1.865046e+18
45.09495,66.24498,20200101,55446,1.997223e+18
45.03989,66.48852,20200101,55446,1.969583e+18
45.2029,66.56128000000001,20200101,55446,1.941014e+18
45.38259,65.6714,20200101,55446,1.887103e+18
45.22374,65.59995,20200101,55446,1.879371e+18
45.17243,65.83461,20200101,55446,1.832897e+18
45.33253,65.90424,20200101,55446,1.937143e+18
45.34342,64.973,20200101,55447,1.98641e+18
45.29518,65.20109000000001,20200101,55447,1.973159e+18
45.45306,65.268,20200101,55447,2.044475e+18
45.45771,64.3621,20200101,55447,1.960531e+18
45.411970000000004,64.58570999999999,20200101,55447,1.965312e+18
45.56503,63.76022,20200101,55447,1.847545e+18
45.52132,63.98124,20200101,55447,1.886267e+18
45.668279999999996,63.16081,20200101,55447,1.965984e+18
45.62621,63.38103,20200101,55447,1.875742e+18
46.14013,60.05068000000001,20200101,55448,2.224261e+18
46.26395,60.34961,20200101,55448,1.940602e+18
46.61011,56.14144,20200101,55449,2.357068e+18
46.5695,56.485319999999994,20200101,55449,2.123678e+18
46.75882,56.5356,20200101,55449,2.313883e+18
44.177009999999996,68.15165,20200101,55453,1.787994e+18
44.51406,67.48931,20200101,55454,2.100371e+18
44.34497,67.40827,20200101,55454,1.846039e+18
44.28008,67.67628,20200101,55454,1.973958e+18
44.45145,67.75565999999999,20200101,55454,2.015898e+18
44.661590000000004,66.78515,20200101,55454,2.193056e+18
44.49667,66.70818,20200101,55454,2.168857e+18
44.4374,66.96146999999999,20200101,55454,2.047211e+18
44.604209999999995,67.03671999999999,20200101,55454,2.072588e+18
44.79705,66.11468,20200101,55454,2.003145e+18
44.635490000000004,66.04122,20200101,55454,2.091643e+18
44.58079,66.28296999999999,20200101,55454,2.182143e+18
44.7439,66.35467,20200101,55454,2.065393e+18
44.92262,65.47146,20200101,55454,1.924825e+18
44.76368,65.40101999999999,20200101,55454,1.967074e+18
44.71269,65.63391999999999,20200101,55454,2.026519e+18
44.87288,65.70255,20200101,55454,2.103917e+18
45.03969,64.84843000000001,20200101,55455,2.018704e+18
44.8827,64.78059,20200101,55455,1.982697e+18
44.834740000000004,65.00695999999999,20200101,55455,2.029625e+18
44.992709999999995,65.07293,20200101,55455,1.944209e+18
45.15067,64.23886999999999,20200101,55455,1.848292e+18
44.995,64.17329000000001,20200101,55455,1.971647e+18
44.949529999999996,64.39518000000001,20200101,55455,2.066796e+18
45.105920000000005,64.45883,20200101,55455,1.997333e+18
45.25652,63.63876,20200101,55455,2.034281e+18
45.10157,63.57512,20200101,55455,2.024225e+18
45.05811,63.794419999999995,20200101,55455,1.98275e+18
45.21354,63.85605,20200101,55455,2.015844e+18
45.3579,63.04271,20200101,55455,1.937743e+18
45.20308,62.98076,20200101,55455,2.021299e+18
45.161229999999996,63.19924,20200101,55455,1.972069e+18
45.31629,63.25911,20200101,55455,1.87837e+18
45.26084,62.60286,20200101,55455,1.986246e+18
45.416129999999995,62.66118,20200101,55455,2.012003e+18
45.83785,59.95138000000001,20200101,55456,2.246596e+18
45.67456,59.894890000000004,20200101,55456,2.153741e+18
45.63623,60.137319999999995,20200101,55456,2.033891e+18
46.04591,56.91681,20200101,55457,1.887095e+18
46.33684,56.07487,20200101,55457,1.978844e+18
46.202890000000004,55.40984,20200101,55458,2.063865e+18
46.40136,55.4586,20200101,55458,2.106247e+18
43.51031,69.68583000000001,20200101,55501,1.799117e+18
43.32233,69.5891,20200101,55501,1.650725e+18
43.230909999999994,69.9274,20200101,55501,1.599686e+18
43.53337,68.72867,20200101,55501,1.696823e+18
43.720490000000005,67.93561,20200101,55501,1.885952e+18
43.82614,68.30329,20200101,55501,1.798656e+18
44.05773,67.27683,20200101,55502,1.981743e+18
43.99557,67.54128,20200101,55502,1.857053e+18
44.202870000000004,66.57824000000001,20200101,55502,2.003256e+18
44.03784,66.50237,20200101,55502,2.088165e+18
43.97896,66.75384,20200101,55502,1.998457e+18
44.14588,66.828,20200101,55502,1.988237e+18
44.337270000000004,65.91269,20200101,55502,2.067599e+18
44.1756,65.84026,20200101,55502,2.124657e+18
44.12125,66.08025,20200101,55502,2.174141e+18
44.284459999999996,66.15092,20200101,55502,2.029347e+18
44.46192,65.27422,20200101,55502,2.039619e+18
44.302890000000005,65.20475,20200101,55502,2.079742e+18
44.25221,65.43593,20200101,55502,2.071443e+18
44.412490000000005,65.50359,20200101,55502,2.021117e+18
44.57832,64.65581999999999,20200101,55503,2.200574e+18
44.42125,64.58891,20200101,55503,2.197451e+18
44.37358,64.81359,20200101,55503,2.014009e+18
