Label,Country,Country_code,unit,tra_meas,airline,rep_airp_per_time,2020M04,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDSB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDLW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
