Label,Country,Country_code,unit,tra_meas,airline,rep_airp_per_time,2020M04,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,LIC_NEU,PT_LPPT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,LIC_EU,PT_LPPT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,UNK,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,TOTAL,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,LIC_NEU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,LIC_EU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,UNK,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,TOTAL,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,LIC_NEU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,LIC_EU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Portugal,PRT,PAS,PAS_TRF,TOTAL,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,UNK,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,TOTAL,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,LIC_NEU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,LIC_EU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,UNK,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,TOTAL,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,LIC_NEU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,LIC_EU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,UNK,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,TOTAL,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,LIC_NEU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,LIC_EU,PT_LPPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,UNK,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,TOTAL,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,LIC_NEU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Portugal,PRT,T,FRM_LD_NLD,LIC_EU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,UNK,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,TOTAL,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,LIC_NEU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Portugal,PRT,PAS,PAS_TRS,LIC_EU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Portugal,PRT,PAS,PAS_TRF,TOTAL,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,UNK,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,TOTAL,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,LIC_NEU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Portugal,PRT,PAS,PAS_CRD,LIC_EU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,UNK,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,TOTAL,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,LIC_NEU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Portugal,PRT,MOVE,CACM,LIC_EU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,UNK,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,TOTAL,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,LIC_NEU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Portugal,PRT,MOVE,ACM,LIC_EU,PT_LPFR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Romania,ROU,T,FRM_LD_NLD,UNK,RO_LROP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Romania,ROU,T,FRM_LD_NLD,TOTAL,RO_LROP,N/A,N/A,N/A,N/A,2959,3254,3242,2942,2749,3188,2967,3291,2662,2920,2935,2859
Direct transit passengers,Romania,ROU,PAS,PAS_TRS,UNK,RO_LROP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Romania,ROU,PAS,PAS_TRS,TOTAL,RO_LROP,N/A,N/A,N/A,N/A,198,390,502,443,687,663,692,316,212,245,1912,877
Transfer passengers,Romania,ROU,PAS,PAS_TRF,TOTAL,RO_LROP,N/A,N/A,N/A,N/A,21527,26052,0,32847,44238,45254,33691,30090,33459,27214,23161,23006
Passengers carried,Romania,ROU,PAS,PAS_CRD,UNK,RO_LROP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Romania,ROU,PAS,PAS_CRD,TOTAL,RO_LROP,N/A,N/A,N/A,N/A,1112456,1121041,1267123,1381498,1500897,1466439,1370329,1298955,1189502,1058255,933228,994459
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Romania,ROU,MOVE,CACM,UNK,RO_LROP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Romania,ROU,MOVE,CACM,TOTAL,RO_LROP,N/A,N/A,N/A,N/A,9288,9126,10132,10769,11425,11596,10496,10216,9587,8989,8143,9043
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Romania,ROU,MOVE,ACM,UNK,RO_LROP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Romania,ROU,MOVE,ACM,TOTAL,RO_LROP,N/A,N/A,N/A,N/A,9508,9426,10509,11141,11847,11934,10849,10564,9901,9342,8521,9304
Freight and mail loaded and unloaded,Serbia,SRB,T,FRM_LD_NLD,TOTAL,RS_LYBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Serbia,SRB,PAS,PAS_TRS,TOTAL,RS_LYBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Serbia,SRB,PAS,PAS_TRF,TOTAL,RS_LYBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Serbia,SRB,PAS,PAS_CRD,TOTAL,RS_LYBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Serbia,SRB,MOVE,CACM,TOTAL,RS_LYBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Serbia,SRB,MOVE,ACM,TOTAL,RS_LYBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Slovakia,SVK,T,FRM_LD_NLD,UNK,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Slovakia,SVK,T,FRM_LD_NLD,TOTAL,SK_LZIB,2656,2580,1528,1630,1596,1874,1875,1836,1451,1640,1563,1836,1744,1794,1561,1697
Freight and mail loaded and unloaded,Slovakia,SVK,T,FRM_LD_NLD,LIC_NEU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Slovakia,SVK,T,FRM_LD_NLD,LIC_EU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Slovakia,SVK,PAS,PAS_TRS,UNK,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Slovakia,SVK,PAS,PAS_TRS,TOTAL,SK_LZIB,117,6,181,2,0,172,268,411,844,1232,1054,619,201,436,5,260
Direct transit passengers,Slovakia,SVK,PAS,PAS_TRS,LIC_NEU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Slovakia,SVK,PAS,PAS_TRS,LIC_EU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Slovakia,SVK,PAS,PAS_TRF,TOTAL,SK_LZIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passengers carried,Slovakia,SVK,PAS,PAS_CRD,UNK,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Slovakia,SVK,PAS,PAS_CRD,TOTAL,SK_LZIB,1375,39347,122159,126638,144959,133165,161063,248069,325406,329901,234997,166198,156033,139969,119401,125579
Passengers carried,Slovakia,SVK,PAS,PAS_CRD,LIC_NEU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Slovakia,SVK,PAS,PAS_CRD,LIC_EU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Slovakia,SVK,MOVE,CACM,UNK,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Slovakia,SVK,MOVE,CACM,TOTAL,SK_LZIB,510,977,1656,1565,1741,1734,2263,2889,3205,3286,2965,2191,2008,1995,1716,1494
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Slovakia,SVK,MOVE,CACM,LIC_NEU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Slovakia,SVK,MOVE,CACM,LIC_EU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Slovakia,SVK,MOVE,ACM,UNK,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Slovakia,SVK,MOVE,ACM,TOTAL,SK_LZIB,549,1031,1729,1598,1822,1806,2350,2997,3315,3372,3153,2356,2116,2110,1786,1557
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Slovakia,SVK,MOVE,ACM,LIC_NEU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Slovakia,SVK,MOVE,ACM,LIC_EU,SK_LZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Slovenia,SVN,T,FRM_LD_NLD,UNK,SI_LJLJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Slovenia,SVN,T,FRM_LD_NLD,TOTAL,SI_LJLJ,N/A,N/A,N/A,811,1030,880,911,957,849,1011,917,970,927,1012,921,977
Direct transit passengers,Slovenia,SVN,PAS,PAS_TRS,UNK,SI_LJLJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Slovenia,SVN,PAS,PAS_TRS,TOTAL,SI_LJLJ,N/A,N/A,N/A,0,0,0,0,0,0,0,187,0,0,236,303,391
Transfer passengers,Slovenia,SVN,PAS,PAS_TRF,TOTAL,SI_LJLJ,N/A,N/A,N/A,10,16,28,36,13832,32688,31844,22062,21052,26292,19076,13326,16202
Passengers carried,Slovenia,SVN,PAS,PAS_CRD,UNK,SI_LJLJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Slovenia,SVN,PAS,PAS_CRD,TOTAL,SI_LJLJ,N/A,N/A,N/A,75472,85513,85786,99229,171981,211595,206772,188649,169818,157992,133403,105167,102502
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Slovenia,SVN,MOVE,CACM,UNK,SI_LJLJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Slovenia,SVN,MOVE,CACM,TOTAL,SI_LJLJ,N/A,N/A,N/A,1166,1246,1185,1081,2025,2509,2538,2319,2355,2247,2094,1860,2068
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Slovenia,SVN,MOVE,ACM,UNK,SI_LJLJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Slovenia,SVN,MOVE,ACM,TOTAL,SI_LJLJ,N/A,N/A,N/A,1746,1776,1551,1771,2967,3428,3310,3372,2908,2798,2678,2417,2509
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,UNK,ES_GCTS,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,TOTAL,ES_GCTS,N/A,N/A,N/A,N/A,220,173,190,161,149,148,128,162,178,255,194,249
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,LIC_NEU,ES_GCTS,N/A,N/A,N/A,N/A,39,54,55,27,42,39,37,52,52,49,39,54
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,LIC_EU,ES_GCTS,N/A,N/A,N/A,N/A,181,119,135,134,107,109,91,110,126,206,155,194
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,UNK,ES_GCTS,N/A,N/A,N/A,N/A,14,11,8,15,14,115,9,0,1,374,9,29
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,TOTAL,ES_GCTS,N/A,N/A,N/A,N/A,6628,5862,5465,7087,7893,6814,8221,7211,5208,4897,6261,4565
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,LIC_NEU,ES_GCTS,N/A,N/A,N/A,N/A,2846,1914,971,925,1114,751,778,1222,581,285,1138,947
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,LIC_EU,ES_GCTS,N/A,N/A,N/A,N/A,3768,3937,4486,6147,6765,5948,7434,5989,4626,4238,5114,3589
Passengers carried,Spain,ESP,PAS,PAS_CRD,UNK,ES_GCTS,N/A,N/A,N/A,N/A,4126,4292,4530,4764,5283,4815,3380,3501,2687,3183,2864,3359
Passengers carried,Spain,ESP,PAS,PAS_CRD,TOTAL,ES_GCTS,N/A,N/A,N/A,N/A,984625,976199,917303,822162,904980,885078,812432,787385,937558,1102736,947378,1014469
Passengers carried,Spain,ESP,PAS,PAS_CRD,LIC_NEU,ES_GCTS,N/A,N/A,N/A,N/A,107975,118592,109637,93005,107071,102736,94481,88626,101881,105140,90429,98005
Passengers carried,Spain,ESP,PAS,PAS_CRD,LIC_EU,ES_GCTS,N/A,N/A,N/A,N/A,872524,853315,803136,724393,792626,777527,714571,695258,832990,994413,854085,913105
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Spain,ESP,MOVE,CACM,UNK,ES_GCTS,N/A,N/A,N/A,N/A,33,29,32,34,37,34,31,25,27,26,22,31
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Spain,ESP,MOVE,CACM,TOTAL,ES_GCTS,N/A,N/A,N/A,N/A,6139,5919,5501,4899,5239,5158,4863,4834,5550,6529,5734,6489
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Spain,ESP,MOVE,CACM,LIC_NEU,ES_GCTS,N/A,N/A,N/A,N/A,753,806,742,604,671,626,615,616,682,670,616,692
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Spain,ESP,MOVE,CACM,LIC_EU,ES_GCTS,N/A,N/A,N/A,N/A,5353,5084,4727,4261,4531,4498,4217,4193,4841,5833,5096,5766
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Spain,ESP,MOVE,ACM,UNK,ES_GCTS,N/A,N/A,N/A,N/A,42,75,42,40,48,52,39,42,41,44,30,52
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Spain,ESP,MOVE,ACM,TOTAL,ES_GCTS,N/A,N/A,N/A,N/A,6438,6200,5854,5174,5526,5492,5119,5053,5824,6804,5968,6772
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Spain,ESP,MOVE,ACM,LIC_NEU,ES_GCTS,N/A,N/A,N/A,N/A,796,844,776,619,678,654,638,627,710,685,628,727
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Spain,ESP,MOVE,ACM,LIC_EU,ES_GCTS,N/A,N/A,N/A,N/A,5600,5281,5036,4515,4800,4786,4442,4384,5073,6075,5310,5993
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,UNK,ES_GCXO,N/A,N/A,N/A,N/A,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,TOTAL,ES_GCXO,N/A,N/A,N/A,N/A,1307,1194,1175,1265,1303,986,1264,1429,1365,1507,1164,1378
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,LIC_NEU,ES_GCXO,N/A,N/A,N/A,N/A,64,65,52,48,128,47,45,50,53,55,50,343
Freight and mail loaded and unloaded,Spain,ESP,T,FRM_LD_NLD,LIC_EU,ES_GCXO,N/A,N/A,N/A,N/A,1243,1129,1123,1217,1175,939,1219,1379,1312,1452,1114,1035
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,UNK,ES_GCXO,N/A,N/A,N/A,N/A,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,TOTAL,ES_GCXO,N/A,N/A,N/A,N/A,26,60,164,78,1,8,101,3,342,443,530,563
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,LIC_NEU,ES_GCXO,N/A,N/A,N/A,N/A,25,0,72,0,0,8,32,0,0,442,254,344
Direct transit passengers,Spain,ESP,PAS,PAS_TRS,LIC_EU,ES_GCXO,N/A,N/A,N/A,N/A,1,60,92,78,1,0,69,3,342,1,276,219
Passengers carried,Spain,ESP,PAS,PAS_CRD,UNK,ES_GCXO,N/A,N/A,N/A,N/A,1,0,3,6,10,2,N/A,5,5,N/A,N/A,9
Passengers carried,Spain,ESP,PAS,PAS_CRD,TOTAL,ES_GCXO,N/A,N/A,N/A,N/A,486962,469931,505584,517166,565822,541190,512861,496970,482434,467695,391566,399789
Passengers carried,Spain,ESP,PAS,PAS_CRD,LIC_NEU,ES_GCXO,N/A,N/A,N/A,N/A,139947,144829,122032,126403,154326,140208,128235,121986,119910,125106,104984,100691
Passengers carried,Spain,ESP,PAS,PAS_CRD,LIC_EU,ES_GCXO,N/A,N/A,N/A,N/A,347014,325102,383549,390757,411486,400980,384626,374979,362519,342589,286582,299089
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Spain,ESP,MOVE,CACM,UNK,ES_GCXO,N/A,N/A,N/A,N/A,1,0,0,2,1,2,N/A,0,0,N/A,N/A,1
